Time,RTO
2020-06-01 00:00:00-04:00,9203.81
2020-06-01 01:00:00-04:00,8753.76
2020-06-01 02:00:00-04:00,8537.74
2020-06-01 03:00:00-04:00,8503.66
2020-06-01 04:00:00-04:00,8727.25
2020-06-01 05:00:00-04:00,9201.81
2020-06-01 06:00:00-04:00,9976.73
2020-06-01 07:00:00-04:00,10468.43
2020-06-01 08:00:00-04:00,10526.3
2020-06-01 09:00:00-04:00,10424.72
2020-06-01 10:00:00-04:00,10538.42
2020-06-01 11:00:00-04:00,10896.99
2020-06-01 12:00:00-04:00,11146.14
2020-06-01 13:00:00-04:00,11140.56
2020-06-01 14:00:00-04:00,11058.8
2020-06-01 15:00:00-04:00,11113.94
2020-06-01 16:00:00-04:00,11505.34
2020-06-01 17:00:00-04:00,12328.85
2020-06-01 18:00:00-04:00,12651.33
2020-06-01 19:00:00-04:00,12527.28
2020-06-01 20:00:00-04:00,12418.83
2020-06-01 21:00:00-04:00,11886.81
2020-06-01 22:00:00-04:00,10947.45
2020-06-01 23:00:00-04:00,10169.24
2020-06-02 00:00:00-04:00,9805.33
2020-06-02 01:00:00-04:00,9515.78
2020-06-02 02:00:00-04:00,9302.78
2020-06-02 03:00:00-04:00,9230.77
2020-06-02 04:00:00-04:00,9410.21
2020-06-02 05:00:00-04:00,9837.86
2020-06-02 06:00:00-04:00,10576.64
2020-06-02 07:00:00-04:00,11222.48
2020-06-02 08:00:00-04:00,11615.39
2020-06-02 09:00:00-04:00,11574.88
2020-06-02 10:00:00-04:00,11487.98
2020-06-02 11:00:00-04:00,11578.02
2020-06-02 12:00:00-04:00,11285.31
2020-06-02 13:00:00-04:00,11307.5
2020-06-02 14:00:00-04:00,11546.71
2020-06-02 15:00:00-04:00,11656.79
2020-06-02 16:00:00-04:00,11948.7
2020-06-02 17:00:00-04:00,12497.16
2020-06-02 18:00:00-04:00,12827.37
2020-06-02 19:00:00-04:00,12874.44
2020-06-02 20:00:00-04:00,12735.99
2020-06-02 21:00:00-04:00,12115.13
2020-06-02 22:00:00-04:00,11185.06
2020-06-02 23:00:00-04:00,10507.73
2020-06-03 00:00:00-04:00,9898.39
2020-06-03 01:00:00-04:00,9513.53
2020-06-03 02:00:00-04:00,9493.99
2020-06-03 03:00:00-04:00,9417.44
2020-06-03 04:00:00-04:00,9563.08
2020-06-03 05:00:00-04:00,9788.28
2020-06-03 06:00:00-04:00,10510.69
2020-06-03 07:00:00-04:00,11184.79
2020-06-03 08:00:00-04:00,11683.94
2020-06-03 09:00:00-04:00,11615.8
2020-06-03 10:00:00-04:00,11773.71
2020-06-03 11:00:00-04:00,12320.77
2020-06-03 12:00:00-04:00,13271.19
2020-06-03 13:00:00-04:00,13855.89
2020-06-03 14:00:00-04:00,13573.0
2020-06-03 15:00:00-04:00,13375.38
