Time,NYISO
2011-07-24 11:00:00-04:00,26065.0
2011-07-24 12:00:00-04:00,26579.0
2011-07-24 13:00:00-04:00,26827.0
2011-07-24 14:00:00-04:00,26835.0
2011-07-24 15:00:00-04:00,27056.0
2011-07-24 16:00:00-04:00,27117.0
2011-07-24 17:00:00-04:00,27239.0
2011-07-24 18:00:00-04:00,27096.0
2011-07-24 19:00:00-04:00,26395.0
2011-07-24 20:00:00-04:00,26127.0
2011-07-24 21:00:00-04:00,26177.0
2011-07-24 22:00:00-04:00,24872.0
2011-07-24 23:00:00-04:00,23114.0
2011-07-25 00:00:00-04:00,21535.0
2011-07-25 01:00:00-04:00,20435.0
2011-07-25 02:00:00-04:00,19715.0
2011-07-25 03:00:00-04:00,19256.0
2011-07-25 04:00:00-04:00,19171.0
2011-07-25 05:00:00-04:00,19645.0
2011-07-25 06:00:00-04:00,20593.0
2011-07-25 07:00:00-04:00,22209.0
2011-07-25 08:00:00-04:00,23707.0
2011-07-25 09:00:00-04:00,24817.0
2011-07-25 10:00:00-04:00,25595.0
2011-07-25 11:00:00-04:00,25888.0
2011-07-25 12:00:00-04:00,25906.0
2011-07-25 13:00:00-04:00,25955.0
2011-07-25 14:00:00-04:00,25849.0
2011-07-25 15:00:00-04:00,25442.0
2011-07-25 16:00:00-04:00,25223.0
2011-07-25 17:00:00-04:00,24974.0
2011-07-25 18:00:00-04:00,24332.0
2011-07-25 19:00:00-04:00,23685.0
2011-07-25 20:00:00-04:00,23252.0
2011-07-25 21:00:00-04:00,22976.0
2011-07-25 22:00:00-04:00,21675.0
2011-07-25 23:00:00-04:00,20004.0
2011-07-26 00:00:00-04:00,18602.0
2011-07-26 01:00:00-04:00,17612.0
2011-07-26 02:00:00-04:00,16933.0
2011-07-26 03:00:00-04:00,16585.0
2011-07-26 04:00:00-04:00,16654.0
2011-07-26 05:00:00-04:00,17325.0
2011-07-26 06:00:00-04:00,18569.0
2011-07-26 07:00:00-04:00,20549.0
2011-07-26 08:00:00-04:00,22372.0
2011-07-26 09:00:00-04:00,23899.0
2011-07-26 10:00:00-04:00,25180.0
2011-07-26 11:00:00-04:00,26179.0
2011-07-26 12:00:00-04:00,26860.0
2011-07-26 13:00:00-04:00,27421.0
2011-07-26 14:00:00-04:00,27804.0
2011-07-26 15:00:00-04:00,28041.0
2011-07-26 16:00:00-04:00,28200.0
2011-07-26 17:00:00-04:00,27974.0
2011-07-26 18:00:00-04:00,27030.0
2011-07-26 19:00:00-04:00,25951.0
2011-07-26 20:00:00-04:00,25410.0
2011-07-26 21:00:00-04:00,24787.0
2011-07-26 22:00:00-04:00,23190.0
2011-07-26 23:00:00-04:00,21384.0
2011-07-27 00:00:00-04:00,19647.0
2011-07-27 01:00:00-04:00,18433.0
2011-07-27 02:00:00-04:00,17613.0
2011-07-27 03:00:00-04:00,17043.0
2011-07-27 04:00:00-04:00,16873.0
2011-07-27 05:00:00-04:00,17344.0
2011-07-27 06:00:00-04:00,18368.0
2011-07-27 07:00:00-04:00,20225.0
2011-07-27 08:00:00-04:00,21954.0
2011-07-27 09:00:00-04:00,23224.0
