Time,PS
2019-09-07 17:00:00-04:00,4807.654
2019-09-07 18:00:00-04:00,4829.345
2019-09-07 19:00:00-04:00,4887.506
2019-09-07 20:00:00-04:00,4882.93
2019-09-07 21:00:00-04:00,4720.933
2019-09-07 22:00:00-04:00,4478.707
2019-09-07 23:00:00-04:00,4236.025
2019-09-08 00:00:00-04:00,3998.591
2019-09-08 01:00:00-04:00,3804.844
2019-09-08 02:00:00-04:00,3671.376
2019-09-08 03:00:00-04:00,3571.827
2019-09-08 04:00:00-04:00,3527.947
2019-09-08 05:00:00-04:00,3537.247
2019-09-08 06:00:00-04:00,3535.413
2019-09-08 07:00:00-04:00,3573.341
2019-09-08 08:00:00-04:00,3707.133
2019-09-08 09:00:00-04:00,3842.625
2019-09-08 10:00:00-04:00,3853.679
2019-09-08 11:00:00-04:00,3963.14
2019-09-08 12:00:00-04:00,4143.8
2019-09-08 13:00:00-04:00,4452.249
2019-09-08 14:00:00-04:00,4742.603
2019-09-08 15:00:00-04:00,4914.859
2019-09-08 16:00:00-04:00,5068.32
2019-09-08 17:00:00-04:00,5241.821
2019-09-08 18:00:00-04:00,5301.627
2019-09-08 19:00:00-04:00,5398.825
2019-09-08 20:00:00-04:00,5479.93
2019-09-08 21:00:00-04:00,5307.731
2019-09-08 22:00:00-04:00,5008.539
2019-09-08 23:00:00-04:00,4681.549
2019-09-09 00:00:00-04:00,4395.635
2019-09-09 01:00:00-04:00,4160.711
2019-09-09 02:00:00-04:00,4055.672
2019-09-09 03:00:00-04:00,3980.504
2019-09-09 04:00:00-04:00,4014.311
2019-09-09 05:00:00-04:00,4216.195
2019-09-09 06:00:00-04:00,4566.149
2019-09-09 07:00:00-04:00,4791.871
2019-09-09 08:00:00-04:00,4969.656
2019-09-09 09:00:00-04:00,5163.527
2019-09-09 10:00:00-04:00,5305.224
2019-09-09 11:00:00-04:00,5409.838
2019-09-09 12:00:00-04:00,5622.449
2019-09-09 13:00:00-04:00,5868.227
2019-09-09 14:00:00-04:00,6125.732
2019-09-09 15:00:00-04:00,6321.921
2019-09-09 16:00:00-04:00,6373.714
2019-09-09 17:00:00-04:00,6281.653
2019-09-09 18:00:00-04:00,6111.648
2019-09-09 19:00:00-04:00,6107.228
2019-09-09 20:00:00-04:00,6026.431
2019-09-09 21:00:00-04:00,5729.569
2019-09-09 22:00:00-04:00,5316.073
2019-09-09 23:00:00-04:00,4925.39
2019-09-10 00:00:00-04:00,4586.253
2019-09-10 01:00:00-04:00,4357.163
2019-09-10 02:00:00-04:00,4216.685
2019-09-10 03:00:00-04:00,4155.82
2019-09-10 04:00:00-04:00,4209.665
2019-09-10 05:00:00-04:00,4432.911
2019-09-10 06:00:00-04:00,4836.791
2019-09-10 07:00:00-04:00,5147.216
2019-09-10 08:00:00-04:00,5334.168
2019-09-10 09:00:00-04:00,5497.525
2019-09-10 10:00:00-04:00,5583.514
2019-09-10 11:00:00-04:00,5683.118
2019-09-10 12:00:00-04:00,5800.363
2019-09-10 13:00:00-04:00,5881.042
2019-09-10 14:00:00-04:00,6090.362
2019-09-10 15:00:00-04:00,6233.302
2019-09-10 16:00:00-04:00,6423.194
2019-09-10 17:00:00-04:00,6544.39
2019-09-10 18:00:00-04:00,6427.209
2019-09-10 19:00:00-04:00,6433.307
2019-09-10 20:00:00-04:00,6333.329
2019-09-10 21:00:00-04:00,6024.099
2019-09-10 22:00:00-04:00,5577.76
2019-09-10 23:00:00-04:00,5119.865
2019-09-11 00:00:00-04:00,4771.041
2019-09-11 01:00:00-04:00,4522.769
2019-09-11 02:00:00-04:00,4377.521
2019-09-11 03:00:00-04:00,4325.874
2019-09-11 04:00:00-04:00,4347.211
2019-09-11 05:00:00-04:00,4561.018
2019-09-11 06:00:00-04:00,4957.799
2019-09-11 07:00:00-04:00,5244.072
2019-09-11 08:00:00-04:00,5453.079
2019-09-11 09:00:00-04:00,5645.391
2019-09-11 10:00:00-04:00,5939.807
2019-09-11 11:00:00-04:00,6222.494
2019-09-11 12:00:00-04:00,6568.298
2019-09-11 13:00:00-04:00,6984.663
2019-09-11 14:00:00-04:00,7473.187
2019-09-11 15:00:00-04:00,7932.518
2019-09-11 16:00:00-04:00,8326.132
2019-09-11 17:00:00-04:00,8476.126
2019-09-11 18:00:00-04:00,8358.126
2019-09-11 19:00:00-04:00,8263.136
2019-09-11 20:00:00-04:00,8049.58
2019-09-11 21:00:00-04:00,7607.115
2019-09-11 22:00:00-04:00,7044.861
2019-09-11 23:00:00-04:00,6456.252
2019-09-12 00:00:00-04:00,6060.161
2019-09-12 01:00:00-04:00,5661.292
2019-09-12 02:00:00-04:00,5412.294
2019-09-12 03:00:00-04:00,5276.697
2019-09-12 04:00:00-04:00,5260.765
2019-09-12 05:00:00-04:00,5423.237
2019-09-12 06:00:00-04:00,5811.539
2019-09-12 07:00:00-04:00,6069.312
2019-09-12 08:00:00-04:00,6284.508
2019-09-12 09:00:00-04:00,6480.169
2019-09-12 10:00:00-04:00,6853.188
2019-09-12 11:00:00-04:00,7007.062
2019-09-12 12:00:00-04:00,7097.282
2019-09-12 13:00:00-04:00,7170.304
2019-09-12 14:00:00-04:00,7218.769
2019-09-12 15:00:00-04:00,7218.737
2019-09-12 16:00:00-04:00,7066.673
2019-09-12 17:00:00-04:00,6758.101
2019-09-12 18:00:00-04:00,6520.752
2019-09-12 19:00:00-04:00,6404.095
2019-09-12 20:00:00-04:00,6113.78
2019-09-12 21:00:00-04:00,5714.907
2019-09-12 22:00:00-04:00,5239.669
2019-09-12 23:00:00-04:00,4797.469
2019-09-13 00:00:00-04:00,4427.454
2019-09-13 01:00:00-04:00,4173.123
2019-09-13 02:00:00-04:00,3997.987
2019-09-13 03:00:00-04:00,3900.279
2019-09-13 04:00:00-04:00,3893.771
2019-09-13 05:00:00-04:00,4045.296
2019-09-13 06:00:00-04:00,4345.36
2019-09-13 07:00:00-04:00,4576.593
2019-09-13 08:00:00-04:00,4694.126
2019-09-13 09:00:00-04:00,4757.562
2019-09-13 10:00:00-04:00,4834.304
2019-09-13 11:00:00-04:00,4877.775
2019-09-13 12:00:00-04:00,4906.295
2019-09-13 13:00:00-04:00,4983.369
2019-09-13 14:00:00-04:00,5016.577
2019-09-13 15:00:00-04:00,5045.533
2019-09-13 16:00:00-04:00,5061.118
2019-09-13 17:00:00-04:00,5035.981
2019-09-13 18:00:00-04:00,4934.862
2019-09-13 19:00:00-04:00,4988.002
2019-09-13 20:00:00-04:00,4926.326
2019-09-13 21:00:00-04:00,4728.797
2019-09-13 22:00:00-04:00,4457.88
2019-09-13 23:00:00-04:00,4176.968
2019-09-14 00:00:00-04:00,3933.115
2019-09-14 01:00:00-04:00,3759.655
2019-09-14 02:00:00-04:00,3647.874
2019-09-14 03:00:00-04:00,3601.31
2019-09-14 04:00:00-04:00,3599.663
2019-09-14 05:00:00-04:00,3670.647
2019-09-14 06:00:00-04:00,3778.707
2019-09-14 07:00:00-04:00,3854.391
2019-09-14 08:00:00-04:00,4049.657
2019-09-14 09:00:00-04:00,4268.811
2019-09-14 10:00:00-04:00,4419.158
2019-09-14 11:00:00-04:00,4598.703
2019-09-14 12:00:00-04:00,4696.011
2019-09-14 13:00:00-04:00,4728.651
2019-09-14 14:00:00-04:00,4755.937
2019-09-14 15:00:00-04:00,4825.774
2019-09-14 16:00:00-04:00,4927.058
2019-09-14 17:00:00-04:00,5010.06
2019-09-14 18:00:00-04:00,5128.929
2019-09-14 19:00:00-04:00,5304.134
2019-09-14 20:00:00-04:00,5304.333
2019-09-14 21:00:00-04:00,5201.362
2019-09-14 22:00:00-04:00,4986.681
2019-09-14 23:00:00-04:00,4723.264
2019-09-15 00:00:00-04:00,4476.317
2019-09-15 01:00:00-04:00,4263.385
2019-09-15 02:00:00-04:00,4114.056
2019-09-15 03:00:00-04:00,3999.868
2019-09-15 04:00:00-04:00,3959.285
2019-09-15 05:00:00-04:00,3961.051
2019-09-15 06:00:00-04:00,3988.746
2019-09-15 07:00:00-04:00,4015.089
2019-09-15 08:00:00-04:00,4288.083
2019-09-15 09:00:00-04:00,4471.477
2019-09-15 10:00:00-04:00,4672.936
2019-09-15 11:00:00-04:00,4865.551
2019-09-15 12:00:00-04:00,5051.285
2019-09-15 13:00:00-04:00,5274.138
2019-09-15 14:00:00-04:00,5523.078
2019-09-15 15:00:00-04:00,5764.841
2019-09-15 16:00:00-04:00,5976.696
2019-09-15 17:00:00-04:00,6102.699
2019-09-15 18:00:00-04:00,6017.112
2019-09-15 19:00:00-04:00,5936.079
2019-09-15 20:00:00-04:00,5803.604
2019-09-15 21:00:00-04:00,5502.264
2019-09-15 22:00:00-04:00,5107.081
2019-09-15 23:00:00-04:00,4699.042
2019-09-16 00:00:00-04:00,4357.09
2019-09-16 01:00:00-04:00,4148.336
2019-09-16 02:00:00-04:00,4018.557
2019-09-16 03:00:00-04:00,3968.504
2019-09-16 04:00:00-04:00,4019.46
2019-09-16 05:00:00-04:00,4235.693
2019-09-16 06:00:00-04:00,4622.128
2019-09-16 07:00:00-04:00,4930.045
2019-09-16 08:00:00-04:00,5134.538
2019-09-16 09:00:00-04:00,5275.461
2019-09-16 10:00:00-04:00,5327.739
2019-09-16 11:00:00-04:00,5596.448
2019-09-16 12:00:00-04:00,5773.531
2019-09-16 13:00:00-04:00,5969.171
2019-09-16 14:00:00-04:00,6209.633
2019-09-16 15:00:00-04:00,6229.368
2019-09-16 16:00:00-04:00,6263.888
2019-09-16 17:00:00-04:00,6231.044
2019-09-16 18:00:00-04:00,6166.173
2019-09-16 19:00:00-04:00,6223.684
2019-09-16 20:00:00-04:00,6083.763
2019-09-16 21:00:00-04:00,5753.513
2019-09-16 22:00:00-04:00,5317.912
2019-09-16 23:00:00-04:00,4871.49
2019-09-17 00:00:00-04:00,4526.058
2019-09-17 01:00:00-04:00,4287.426
2019-09-17 02:00:00-04:00,4109.35
2019-09-17 03:00:00-04:00,4008.37
2019-09-17 04:00:00-04:00,3991.705
2019-09-17 05:00:00-04:00,4143.954
2019-09-17 06:00:00-04:00,4458.441
2019-09-17 07:00:00-04:00,4672.728
2019-09-17 08:00:00-04:00,4756.742
2019-09-17 09:00:00-04:00,4827.437
2019-09-17 10:00:00-04:00,4919.8
2019-09-17 11:00:00-04:00,5007.745
2019-09-17 12:00:00-04:00,5095.304
2019-09-17 13:00:00-04:00,5274.228
2019-09-17 14:00:00-04:00,5475.921
2019-09-17 15:00:00-04:00,5679.523
2019-09-17 16:00:00-04:00,5873.902
2019-09-17 17:00:00-04:00,5939.854
2019-09-17 18:00:00-04:00,5779.455
2019-09-17 19:00:00-04:00,5685.359
2019-09-17 20:00:00-04:00,5509.88
2019-09-17 21:00:00-04:00,5149.116
2019-09-17 22:00:00-04:00,4721.814
2019-09-17 23:00:00-04:00,4324.808
2019-09-18 00:00:00-04:00,4012.204
2019-09-18 01:00:00-04:00,3808.217
2019-09-18 02:00:00-04:00,3693.192
2019-09-18 03:00:00-04:00,3634.863
2019-09-18 04:00:00-04:00,3654.307
2019-09-18 05:00:00-04:00,3851.787
2019-09-18 06:00:00-04:00,4180.804
2019-09-18 07:00:00-04:00,4414.181
2019-09-18 08:00:00-04:00,4464.082
2019-09-18 09:00:00-04:00,4514.635
2019-09-18 10:00:00-04:00,4595.04
2019-09-18 11:00:00-04:00,4705.832
2019-09-18 12:00:00-04:00,4721.832
2019-09-18 13:00:00-04:00,4771.21
2019-09-18 14:00:00-04:00,4843.939
2019-09-18 15:00:00-04:00,4948.108
2019-09-18 16:00:00-04:00,5078.719
2019-09-18 17:00:00-04:00,5166.028
2019-09-18 18:00:00-04:00,5094.23
2019-09-18 19:00:00-04:00,5140.844
2019-09-18 20:00:00-04:00,5028.141
2019-09-18 21:00:00-04:00,4770.824
2019-09-18 22:00:00-04:00,4393.133
2019-09-18 23:00:00-04:00,4053.353
2019-09-19 00:00:00-04:00,3770.518
2019-09-19 01:00:00-04:00,3605.199
2019-09-19 02:00:00-04:00,3507.746
2019-09-19 03:00:00-04:00,3460.024
2019-09-19 04:00:00-04:00,3487.672
2019-09-19 05:00:00-04:00,3683.962
2019-09-19 06:00:00-04:00,4018.97
2019-09-19 07:00:00-04:00,4233.247
2019-09-19 08:00:00-04:00,4262.352
2019-09-19 09:00:00-04:00,4253.968
2019-09-19 10:00:00-04:00,4247.785
2019-09-19 11:00:00-04:00,4239.698
2019-09-19 12:00:00-04:00,4269.674
2019-09-19 13:00:00-04:00,4384.397
2019-09-19 14:00:00-04:00,4511.207
2019-09-19 15:00:00-04:00,4650.916
2019-09-19 16:00:00-04:00,4846.141
2019-09-19 17:00:00-04:00,4963.593
2019-09-19 18:00:00-04:00,4955.758
2019-09-19 19:00:00-04:00,5022.321
2019-09-19 20:00:00-04:00,4894.533
2019-09-19 21:00:00-04:00,4655.452
2019-09-19 22:00:00-04:00,4308.644
2019-09-19 23:00:00-04:00,3986.593
2019-09-20 00:00:00-04:00,3713.404
2019-09-20 01:00:00-04:00,3563.986
2019-09-20 02:00:00-04:00,3487.288
2019-09-20 03:00:00-04:00,3437.244
2019-09-20 04:00:00-04:00,3487.996
2019-09-20 05:00:00-04:00,3675.102
2019-09-20 06:00:00-04:00,4012.382
2019-09-20 07:00:00-04:00,4240.218
2019-09-20 08:00:00-04:00,4294.876
2019-09-20 09:00:00-04:00,4337.359
2019-09-20 10:00:00-04:00,4390.786
2019-09-20 11:00:00-04:00,4476.772
2019-09-20 12:00:00-04:00,4472.968
2019-09-20 13:00:00-04:00,4609.889
2019-09-20 14:00:00-04:00,4775.595
2019-09-20 15:00:00-04:00,4950.302
2019-09-20 16:00:00-04:00,5150.4
2019-09-20 17:00:00-04:00,5282.338
2019-09-20 18:00:00-04:00,5206.065
2019-09-20 19:00:00-04:00,5204.193
2019-09-20 20:00:00-04:00,5061.863
2019-09-20 21:00:00-04:00,4810.657
2019-09-20 22:00:00-04:00,4511.587
2019-09-20 23:00:00-04:00,4190.369
2019-09-21 00:00:00-04:00,3930.316
2019-09-21 01:00:00-04:00,3744.358
2019-09-21 02:00:00-04:00,3615.137
2019-09-21 03:00:00-04:00,3538.95
2019-09-21 04:00:00-04:00,3513.473
2019-09-21 05:00:00-04:00,3581.584
2019-09-21 06:00:00-04:00,3652.992
2019-09-21 07:00:00-04:00,3760.057
2019-09-21 08:00:00-04:00,3904.575
2019-09-21 09:00:00-04:00,4016.23
2019-09-21 10:00:00-04:00,4126.227
2019-09-21 11:00:00-04:00,4277.0
2019-09-21 12:00:00-04:00,4443.437
2019-09-21 13:00:00-04:00,4630.685
2019-09-21 14:00:00-04:00,4880.436
2019-09-21 15:00:00-04:00,5149.773
2019-09-21 16:00:00-04:00,5436.012
2019-09-21 17:00:00-04:00,5605.047
2019-09-21 18:00:00-04:00,5521.745
2019-09-21 19:00:00-04:00,5494.086
2019-09-21 20:00:00-04:00,5327.137
2019-09-21 21:00:00-04:00,5083.934
2019-09-21 22:00:00-04:00,4777.683
2019-09-21 23:00:00-04:00,4471.214
2019-09-22 00:00:00-04:00,4149.837
2019-09-22 01:00:00-04:00,3946.578
2019-09-22 02:00:00-04:00,3786.065
2019-09-22 03:00:00-04:00,3657.84
2019-09-22 04:00:00-04:00,3622.21
2019-09-22 05:00:00-04:00,3612.651
2019-09-22 06:00:00-04:00,3633.805
2019-09-22 07:00:00-04:00,3624.932
2019-09-22 08:00:00-04:00,3764.624
2019-09-22 09:00:00-04:00,3948.602
2019-09-22 10:00:00-04:00,4220.794
2019-09-22 11:00:00-04:00,4577.924
2019-09-22 12:00:00-04:00,4994.689
2019-09-22 13:00:00-04:00,5448.937
2019-09-22 14:00:00-04:00,5888.374
2019-09-22 15:00:00-04:00,6201.986
2019-09-22 16:00:00-04:00,6445.768
2019-09-22 17:00:00-04:00,6598.505
2019-09-22 18:00:00-04:00,6534.478
2019-09-22 19:00:00-04:00,6581.165
2019-09-22 20:00:00-04:00,6446.972
2019-09-22 21:00:00-04:00,6143.103
2019-09-22 22:00:00-04:00,5705.374
2019-09-22 23:00:00-04:00,5233.851
2019-09-23 00:00:00-04:00,4861.339
2019-09-23 01:00:00-04:00,4622.869
2019-09-23 02:00:00-04:00,4431.2
2019-09-23 03:00:00-04:00,4353.084
2019-09-23 04:00:00-04:00,4366.657
2019-09-23 05:00:00-04:00,4567.8
2019-09-23 06:00:00-04:00,4939.713
2019-09-23 07:00:00-04:00,5208.203
2019-09-23 08:00:00-04:00,5440.624
2019-09-23 09:00:00-04:00,5656.357
2019-09-23 10:00:00-04:00,5927.081
2019-09-23 11:00:00-04:00,6284.56
2019-09-23 12:00:00-04:00,6726.869
2019-09-23 13:00:00-04:00,7169.296
2019-09-23 14:00:00-04:00,7522.261
2019-09-23 15:00:00-04:00,7848.984
2019-09-23 16:00:00-04:00,7999.256
2019-09-23 17:00:00-04:00,7877.57
2019-09-23 18:00:00-04:00,7702.996
2019-09-23 19:00:00-04:00,7695.507
2019-09-23 20:00:00-04:00,7440.552
2019-09-23 21:00:00-04:00,6984.226
2019-09-23 22:00:00-04:00,6432.746
2019-09-23 23:00:00-04:00,5867.319
2019-09-24 00:00:00-04:00,5365.763
2019-09-24 01:00:00-04:00,4957.298
2019-09-24 02:00:00-04:00,4656.0
2019-09-24 03:00:00-04:00,4458.904
2019-09-24 04:00:00-04:00,4383.88
2019-09-24 05:00:00-04:00,4495.326
2019-09-24 06:00:00-04:00,4799.241
2019-09-24 07:00:00-04:00,4986.631
2019-09-24 08:00:00-04:00,5118.159
2019-09-24 09:00:00-04:00,5218.733
2019-09-24 10:00:00-04:00,5318.855
2019-09-24 11:00:00-04:00,5371.942
2019-09-24 12:00:00-04:00,5493.158
2019-09-24 13:00:00-04:00,5639.331
2019-09-24 14:00:00-04:00,5656.256
2019-09-24 15:00:00-04:00,5786.485
2019-09-24 16:00:00-04:00,5915.085
2019-09-24 17:00:00-04:00,5926.27
2019-09-24 18:00:00-04:00,5787.83
2019-09-24 19:00:00-04:00,5775.29
2019-09-24 20:00:00-04:00,5569.676
2019-09-24 21:00:00-04:00,5235.555
2019-09-24 22:00:00-04:00,4787.219
2019-09-24 23:00:00-04:00,4386.917
2019-09-25 00:00:00-04:00,4079.529
2019-09-25 01:00:00-04:00,3860.006
2019-09-25 02:00:00-04:00,3738.505
2019-09-25 03:00:00-04:00,3671.951
2019-09-25 04:00:00-04:00,3682.942
2019-09-25 05:00:00-04:00,3870.519
2019-09-25 06:00:00-04:00,4209.051
2019-09-25 07:00:00-04:00,4433.429
2019-09-25 08:00:00-04:00,4510.355
2019-09-25 09:00:00-04:00,4593.844
2019-09-25 10:00:00-04:00,4709.892
2019-09-25 11:00:00-04:00,4804.855
2019-09-25 12:00:00-04:00,4930.267
2019-09-25 13:00:00-04:00,5108.458
2019-09-25 14:00:00-04:00,5320.129
2019-09-25 15:00:00-04:00,5576.972
2019-09-25 16:00:00-04:00,5829.646
2019-09-25 17:00:00-04:00,5951.405
2019-09-25 18:00:00-04:00,5834.145
2019-09-25 19:00:00-04:00,5823.256
2019-09-25 20:00:00-04:00,5616.467
2019-09-25 21:00:00-04:00,5285.302
2019-09-25 22:00:00-04:00,4866.6
2019-09-25 23:00:00-04:00,4457.419
2019-09-26 00:00:00-04:00,4124.07
2019-09-26 01:00:00-04:00,3908.465
2019-09-26 02:00:00-04:00,3781.75
2019-09-26 03:00:00-04:00,3719.231
2019-09-26 04:00:00-04:00,3744.069
2019-09-26 05:00:00-04:00,3916.285
2019-09-26 06:00:00-04:00,4287.483
2019-09-26 07:00:00-04:00,4539.354
2019-09-26 08:00:00-04:00,4678.423
2019-09-26 09:00:00-04:00,4854.238
2019-09-26 10:00:00-04:00,5001.291
2019-09-26 11:00:00-04:00,5261.481
2019-09-26 12:00:00-04:00,5493.954
2019-09-26 13:00:00-04:00,5932.208
2019-09-26 14:00:00-04:00,6333.263
2019-09-26 15:00:00-04:00,6222.974
2019-09-26 16:00:00-04:00,5914.721
2019-09-26 17:00:00-04:00,5690.291
2019-09-26 18:00:00-04:00,5549.123
2019-09-26 19:00:00-04:00,5602.029
2019-09-26 20:00:00-04:00,5441.93
2019-09-26 21:00:00-04:00,5143.512
2019-09-26 22:00:00-04:00,4751.269
2019-09-26 23:00:00-04:00,4370.543
2019-09-27 00:00:00-04:00,4072.574
2019-09-27 01:00:00-04:00,3865.37
2019-09-27 02:00:00-04:00,3738.199
2019-09-27 03:00:00-04:00,3656.45
2019-09-27 04:00:00-04:00,3705.371
2019-09-27 05:00:00-04:00,3873.324
2019-09-27 06:00:00-04:00,4180.193
2019-09-27 07:00:00-04:00,4414.695
2019-09-27 08:00:00-04:00,4499.575
2019-09-27 09:00:00-04:00,4574.095
2019-09-27 10:00:00-04:00,4628.176
2019-09-27 11:00:00-04:00,4683.332
2019-09-27 12:00:00-04:00,4780.458
2019-09-27 13:00:00-04:00,4910.059
2019-09-27 14:00:00-04:00,5103.605
2019-09-27 15:00:00-04:00,5311.319
2019-09-27 16:00:00-04:00,5459.458
2019-09-27 17:00:00-04:00,5457.785
2019-09-27 18:00:00-04:00,5336.157
2019-09-27 19:00:00-04:00,5329.125
2019-09-27 20:00:00-04:00,5163.766
2019-09-27 21:00:00-04:00,4927.591
2019-09-27 22:00:00-04:00,4614.951
2019-09-27 23:00:00-04:00,4317.554
2019-09-28 00:00:00-04:00,4022.384
2019-09-28 01:00:00-04:00,3819.505
2019-09-28 02:00:00-04:00,3711.652
2019-09-28 03:00:00-04:00,3620.684
2019-09-28 04:00:00-04:00,3593.654
2019-09-28 05:00:00-04:00,3663.869
2019-09-28 06:00:00-04:00,3768.665
2019-09-28 07:00:00-04:00,3855.276
2019-09-28 08:00:00-04:00,4001.153
2019-09-28 09:00:00-04:00,4194.232
2019-09-28 10:00:00-04:00,4408.278
2019-09-28 11:00:00-04:00,4582.441
2019-09-28 12:00:00-04:00,4804.189
2019-09-28 13:00:00-04:00,5149.729
2019-09-28 14:00:00-04:00,5400.177
2019-09-28 15:00:00-04:00,5662.307
2019-09-28 16:00:00-04:00,5927.96
2019-09-28 17:00:00-04:00,6037.409
2019-09-28 18:00:00-04:00,6074.234
2019-09-28 19:00:00-04:00,6145.246
2019-09-28 20:00:00-04:00,6006.314
2019-09-28 21:00:00-04:00,5790.446
2019-09-28 22:00:00-04:00,5485.113
2019-09-28 23:00:00-04:00,5168.97
2019-09-29 00:00:00-04:00,4823.143
2019-09-29 01:00:00-04:00,4579.107
2019-09-29 02:00:00-04:00,4379.352
2019-09-29 03:00:00-04:00,4244.045
2019-09-29 04:00:00-04:00,4155.884
2019-09-29 05:00:00-04:00,4137.34
2019-09-29 06:00:00-04:00,4122.273
2019-09-29 07:00:00-04:00,4119.244
2019-09-29 08:00:00-04:00,4285.27
2019-09-29 09:00:00-04:00,4479.429
2019-09-29 10:00:00-04:00,4635.764
2019-09-29 11:00:00-04:00,4759.098
2019-09-29 12:00:00-04:00,4926.701
2019-09-29 13:00:00-04:00,5051.611
2019-09-29 14:00:00-04:00,5228.944
2019-09-29 15:00:00-04:00,5360.836
2019-09-29 16:00:00-04:00,5468.248
2019-09-29 17:00:00-04:00,5534.12
2019-09-29 18:00:00-04:00,5403.807
2019-09-29 19:00:00-04:00,5379.391
2019-09-29 20:00:00-04:00,5182.862
2019-09-29 21:00:00-04:00,4894.932
2019-09-29 22:00:00-04:00,4611.369
2019-09-29 23:00:00-04:00,4235.087
2019-09-30 00:00:00-04:00,3970.084
2019-09-30 01:00:00-04:00,3801.825
2019-09-30 02:00:00-04:00,3681.578
2019-09-30 03:00:00-04:00,3639.535
2019-09-30 04:00:00-04:00,3666.261
2019-09-30 05:00:00-04:00,3868.25
2019-09-30 06:00:00-04:00,4199.023
2019-09-30 07:00:00-04:00,4423.9
2019-09-30 08:00:00-04:00,4547.194
2019-09-30 09:00:00-04:00,4607.706
2019-09-30 10:00:00-04:00,4657.308
2019-09-30 11:00:00-04:00,4759.612
2019-09-30 12:00:00-04:00,4853.592
2019-09-30 13:00:00-04:00,5050.811
2019-09-30 14:00:00-04:00,5162.386
2019-09-30 15:00:00-04:00,5149.937
2019-09-30 16:00:00-04:00,5136.277
2019-09-30 17:00:00-04:00,5127.971
2019-09-30 18:00:00-04:00,5155.174
2019-09-30 19:00:00-04:00,5208.313
2019-09-30 20:00:00-04:00,5064.181
2019-09-30 21:00:00-04:00,4831.289
2019-09-30 22:00:00-04:00,4521.672
2019-09-30 23:00:00-04:00,4215.577
2020-05-01 00:00:00-04:00,3615.838
2020-05-01 01:00:00-04:00,3482.234
2020-05-01 02:00:00-04:00,3408.529
2020-05-01 03:00:00-04:00,3358.147
2020-05-01 04:00:00-04:00,3378.536
2020-05-01 05:00:00-04:00,3489.787
2020-05-01 06:00:00-04:00,3616.658
2020-05-01 07:00:00-04:00,3835.745
2020-05-01 08:00:00-04:00,4000.72
2020-05-01 09:00:00-04:00,4055.778
2020-05-01 10:00:00-04:00,4046.274
2020-05-01 11:00:00-04:00,4021.368
2020-05-01 12:00:00-04:00,3993.387
2020-05-01 13:00:00-04:00,3957.892
2020-05-01 14:00:00-04:00,3835.912
2020-05-01 15:00:00-04:00,3936.334
2020-05-01 16:00:00-04:00,3932.65
2020-05-01 17:00:00-04:00,3944.224
2020-05-01 18:00:00-04:00,3998.416
2020-05-01 19:00:00-04:00,4090.308
2020-05-01 20:00:00-04:00,4214.324
2020-05-01 21:00:00-04:00,4126.827
2020-05-01 22:00:00-04:00,3961.85
2020-05-01 23:00:00-04:00,3765.584
2020-05-02 00:00:00-04:00,3558.537
2020-05-02 01:00:00-04:00,3426.973
2020-05-02 02:00:00-04:00,3339.317
2020-05-02 03:00:00-04:00,3287.184
2020-05-02 04:00:00-04:00,3282.594
2020-05-02 05:00:00-04:00,3299.369
2020-05-02 06:00:00-04:00,3239.989
2020-05-02 07:00:00-04:00,3166.789
2020-05-02 08:00:00-04:00,3045.695
2020-05-02 09:00:00-04:00,3046.72
2020-05-02 10:00:00-04:00,3040.971
2020-05-02 11:00:00-04:00,3027.331
2020-05-02 12:00:00-04:00,3041.839
2020-05-02 13:00:00-04:00,3077.68
2020-05-02 14:00:00-04:00,3181.271
2020-05-02 15:00:00-04:00,3203.91
2020-05-02 16:00:00-04:00,3342.653
2020-05-02 17:00:00-04:00,3563.309
2020-05-02 18:00:00-04:00,3740.539
2020-05-02 19:00:00-04:00,3866.611
2020-05-02 20:00:00-04:00,4046.3
2020-05-02 21:00:00-04:00,3982.217
2020-05-02 22:00:00-04:00,3831.078
2020-05-02 23:00:00-04:00,3651.771
2020-05-03 00:00:00-04:00,3471.56
2020-05-03 01:00:00-04:00,3339.754
2020-05-03 02:00:00-04:00,3222.97
2020-05-03 03:00:00-04:00,3170.24
2020-05-03 04:00:00-04:00,3146.033
2020-05-03 05:00:00-04:00,3155.455
2020-05-03 06:00:00-04:00,3091.328
2020-05-03 07:00:00-04:00,3121.857
2020-05-03 08:00:00-04:00,3136.378
2020-05-03 09:00:00-04:00,3108.538
2020-05-03 10:00:00-04:00,3213.024
2020-05-03 11:00:00-04:00,3228.26
2020-05-03 12:00:00-04:00,3264.321
2020-05-03 13:00:00-04:00,3303.398
2020-05-03 14:00:00-04:00,3329.441
2020-05-03 15:00:00-04:00,3321.466
2020-05-03 16:00:00-04:00,3529.026
2020-05-03 17:00:00-04:00,3779.872
2020-05-03 18:00:00-04:00,4013.508
2020-05-03 19:00:00-04:00,4129.559
2020-05-03 20:00:00-04:00,4299.737
2020-05-03 21:00:00-04:00,4219.518
2020-05-03 22:00:00-04:00,4047.869
2020-05-03 23:00:00-04:00,3850.312
2020-05-04 00:00:00-04:00,3657.184
2020-05-04 01:00:00-04:00,3507.291
2020-05-04 02:00:00-04:00,3402.177
2020-05-04 03:00:00-04:00,3326.09
2020-05-04 04:00:00-04:00,3328.532
