Time,PS
2018-05-04 08:00:00-04:00,5640.688
2018-05-04 09:00:00-04:00,5781.724
2018-05-04 10:00:00-04:00,5832.785
2018-05-04 11:00:00-04:00,5919.474
2018-05-04 12:00:00-04:00,5961.615
2018-05-04 13:00:00-04:00,6104.99
2018-05-04 14:00:00-04:00,6369.89
2018-05-04 15:00:00-04:00,6639.599
2018-05-04 16:00:00-04:00,6846.642
2018-05-04 17:00:00-04:00,6850.357
2018-05-04 18:00:00-04:00,6725.919
2018-05-04 19:00:00-04:00,6655.189
2018-05-04 20:00:00-04:00,6723.279
2018-05-04 21:00:00-04:00,6530.862
2018-05-04 22:00:00-04:00,6117.421
2018-05-04 23:00:00-04:00,5582.299
2018-05-05 00:00:00-04:00,5082.336
2018-05-05 01:00:00-04:00,4726.052
2018-05-05 02:00:00-04:00,4423.994
2018-05-05 03:00:00-04:00,4224.838
2018-05-05 04:00:00-04:00,4083.56
2018-05-05 05:00:00-04:00,4044.429
2018-05-05 06:00:00-04:00,3967.979
2018-05-05 07:00:00-04:00,4010.167
2018-05-05 08:00:00-04:00,4154.431
2018-05-05 09:00:00-04:00,4171.431
2018-05-05 10:00:00-04:00,4179.558
2018-05-05 11:00:00-04:00,4296.992
2018-05-05 12:00:00-04:00,4280.773
2018-05-05 13:00:00-04:00,4423.22
2018-05-05 14:00:00-04:00,4592.404
2018-05-05 15:00:00-04:00,4621.724
2018-05-05 16:00:00-04:00,4621.908
2018-05-05 17:00:00-04:00,4604.201
2018-05-05 18:00:00-04:00,4573.172
2018-05-05 19:00:00-04:00,4584.168
2018-05-05 20:00:00-04:00,4731.103
2018-05-05 21:00:00-04:00,4632.472
2018-05-05 22:00:00-04:00,4410.777
2018-05-05 23:00:00-04:00,4138.57
2018-05-06 00:00:00-04:00,3903.208
2018-05-06 01:00:00-04:00,3721.505
2018-05-06 02:00:00-04:00,3584.974
2018-05-06 03:00:00-04:00,3510.965
2018-05-06 04:00:00-04:00,3472.082
2018-05-06 05:00:00-04:00,3482.286
2018-05-06 06:00:00-04:00,3460.377
2018-05-06 07:00:00-04:00,3553.36
2018-05-06 08:00:00-04:00,3715.478
2018-05-06 09:00:00-04:00,3854.52
2018-05-06 10:00:00-04:00,3936.54
2018-05-06 11:00:00-04:00,3972.308
2018-05-06 12:00:00-04:00,4000.279
2018-05-06 13:00:00-04:00,3956.763
2018-05-06 14:00:00-04:00,3938.4
2018-05-06 15:00:00-04:00,3952.949
2018-05-06 16:00:00-04:00,4045.901
2018-05-06 17:00:00-04:00,4145.911
2018-05-06 18:00:00-04:00,4230.721
2018-05-06 19:00:00-04:00,4326.019
2018-05-06 20:00:00-04:00,4456.541
2018-05-06 21:00:00-04:00,4350.892
2018-05-06 22:00:00-04:00,4106.653
2018-05-06 23:00:00-04:00,3832.72
2018-05-07 00:00:00-04:00,3595.291
2018-05-07 01:00:00-04:00,3472.007
2018-05-07 02:00:00-04:00,3393.192
2018-05-07 03:00:00-04:00,3359.56
2018-05-07 04:00:00-04:00,3418.378
2018-05-07 05:00:00-04:00,3613.374
2018-05-07 06:00:00-04:00,3887.604
2018-05-07 07:00:00-04:00,4230.293
2018-05-07 08:00:00-04:00,4372.435
2018-05-07 09:00:00-04:00,4410.686
2018-05-07 10:00:00-04:00,4452.659
2018-05-07 11:00:00-04:00,4485.849
2018-05-07 12:00:00-04:00,4504.936
2018-05-07 13:00:00-04:00,4662.37
2018-05-07 14:00:00-04:00,4843.938
2018-05-07 15:00:00-04:00,5012.878
2018-05-07 16:00:00-04:00,5126.241
2018-05-07 17:00:00-04:00,5117.259
2018-05-07 18:00:00-04:00,5006.404
2018-05-07 19:00:00-04:00,4993.107
2018-05-07 20:00:00-04:00,5073.408
2018-05-07 21:00:00-04:00,4852.572
2018-05-07 22:00:00-04:00,4455.761
2018-05-07 23:00:00-04:00,4075.993
2018-05-08 00:00:00-04:00,3778.808
2018-05-08 01:00:00-04:00,3592.475
2018-05-08 02:00:00-04:00,3488.598
2018-05-08 03:00:00-04:00,3443.277
2018-05-08 04:00:00-04:00,3489.58
2018-05-08 05:00:00-04:00,3649.724
2018-05-08 06:00:00-04:00,3921.306
2018-05-08 07:00:00-04:00,4213.298
2018-05-08 08:00:00-04:00,4316.493
2018-05-08 09:00:00-04:00,4391.015
2018-05-08 10:00:00-04:00,4449.916
2018-05-08 11:00:00-04:00,4513.114
2018-05-08 12:00:00-04:00,4567.929
2018-05-08 13:00:00-04:00,4650.787
2018-05-08 14:00:00-04:00,4765.93
2018-05-08 15:00:00-04:00,4870.861
2018-05-08 16:00:00-04:00,4975.863
2018-05-08 17:00:00-04:00,5065.074
2018-05-08 18:00:00-04:00,5019.242
2018-05-08 19:00:00-04:00,4948.221
2018-05-08 20:00:00-04:00,5024.902
2018-05-08 21:00:00-04:00,4822.719
2018-05-08 22:00:00-04:00,4447.521
2018-05-08 23:00:00-04:00,4066.778
2018-05-09 00:00:00-04:00,3787.179
2018-05-09 01:00:00-04:00,3610.245
2018-05-09 02:00:00-04:00,3509.727
2018-05-09 03:00:00-04:00,3458.557
2018-05-09 04:00:00-04:00,3497.969
2018-05-09 05:00:00-04:00,3657.025
2018-05-09 06:00:00-04:00,3946.489
2018-05-09 07:00:00-04:00,4256.423
2018-05-09 08:00:00-04:00,4372.761
2018-05-09 09:00:00-04:00,4459.403
2018-05-09 10:00:00-04:00,4544.397
2018-05-09 11:00:00-04:00,4649.654
2018-05-09 12:00:00-04:00,4758.65
2018-05-09 13:00:00-04:00,4911.444
2018-05-09 14:00:00-04:00,4974.719
2018-05-09 15:00:00-04:00,5062.22
2018-05-09 16:00:00-04:00,5168.989
2018-05-09 17:00:00-04:00,5241.529
2018-05-09 18:00:00-04:00,5155.905
2018-05-09 19:00:00-04:00,5069.848
2018-05-09 20:00:00-04:00,5095.099
2018-05-09 21:00:00-04:00,4883.581
2018-05-09 22:00:00-04:00,4479.19
2018-05-09 23:00:00-04:00,4104.012
2018-05-10 00:00:00-04:00,3799.723
2018-05-10 01:00:00-04:00,3622.732
2018-05-10 02:00:00-04:00,3523.761
2018-05-10 03:00:00-04:00,3484.486
2018-05-10 04:00:00-04:00,3518.199
2018-05-10 05:00:00-04:00,3693.044
2018-05-10 06:00:00-04:00,3964.631
2018-05-10 07:00:00-04:00,4322.445
2018-05-10 08:00:00-04:00,4350.301
2018-05-10 09:00:00-04:00,4355.926
2018-05-10 10:00:00-04:00,4443.353
2018-05-10 11:00:00-04:00,4650.829
2018-05-10 12:00:00-04:00,4870.041
2018-05-10 13:00:00-04:00,4785.164
2018-05-10 14:00:00-04:00,4729.009
2018-05-10 15:00:00-04:00,4780.179
2018-05-10 16:00:00-04:00,4980.773
2018-05-10 17:00:00-04:00,5101.282
2018-05-10 18:00:00-04:00,5126.545
2018-05-10 19:00:00-04:00,5145.304
2018-05-10 20:00:00-04:00,5243.087
2018-05-10 21:00:00-04:00,5045.176
2018-05-10 22:00:00-04:00,4676.711
2018-05-10 23:00:00-04:00,4299.436
2018-05-11 00:00:00-04:00,3980.098
2018-05-11 01:00:00-04:00,3782.747
2018-05-11 02:00:00-04:00,3671.641
2018-05-11 03:00:00-04:00,3621.091
2018-05-11 04:00:00-04:00,3647.321
2018-05-11 05:00:00-04:00,3790.387
2018-05-11 06:00:00-04:00,4054.722
2018-05-11 07:00:00-04:00,4410.261
2018-05-11 08:00:00-04:00,4481.047
2018-05-11 09:00:00-04:00,4548.478
2018-05-11 10:00:00-04:00,4592.485
2018-05-11 11:00:00-04:00,4585.832
2018-05-11 12:00:00-04:00,4596.104
2018-05-11 13:00:00-04:00,4709.136
2018-05-11 14:00:00-04:00,4841.795
2018-05-11 15:00:00-04:00,4867.377
2018-05-11 16:00:00-04:00,4985.338
2018-05-11 17:00:00-04:00,5057.906
2018-05-11 18:00:00-04:00,4961.437
2018-05-11 19:00:00-04:00,4907.34
2018-05-11 20:00:00-04:00,4976.094
2018-05-11 21:00:00-04:00,4810.391
2018-05-11 22:00:00-04:00,4507.342
2018-05-11 23:00:00-04:00,4172.965
2018-05-12 00:00:00-04:00,3875.65
2018-05-12 01:00:00-04:00,3674.863
2018-05-12 02:00:00-04:00,3555.551
2018-05-12 03:00:00-04:00,3473.331
2018-05-12 04:00:00-04:00,3438.565
2018-05-12 05:00:00-04:00,3465.598
2018-05-12 06:00:00-04:00,3482.944
2018-05-12 07:00:00-04:00,3636.804
2018-05-12 08:00:00-04:00,3850.283
2018-05-12 09:00:00-04:00,3973.456
2018-05-12 10:00:00-04:00,4173.354
2018-05-12 11:00:00-04:00,4253.764
2018-05-12 12:00:00-04:00,4121.397
2018-05-12 13:00:00-04:00,4059.525
2018-05-12 14:00:00-04:00,4011.628
2018-05-12 15:00:00-04:00,3998.204
2018-05-12 16:00:00-04:00,3994.852
2018-05-12 17:00:00-04:00,4168.425
2018-05-12 18:00:00-04:00,4274.647
2018-05-12 19:00:00-04:00,4314.432
2018-05-12 20:00:00-04:00,4349.942
2018-05-12 21:00:00-04:00,4260.25
2018-05-12 22:00:00-04:00,4051.643
2018-05-12 23:00:00-04:00,3825.482
2018-05-13 00:00:00-04:00,3613.284
2018-05-13 01:00:00-04:00,3453.554
2018-05-13 02:00:00-04:00,3352.328
2018-05-13 03:00:00-04:00,3295.449
2018-05-13 04:00:00-04:00,3275.553
2018-05-13 05:00:00-04:00,3290.029
2018-05-13 06:00:00-04:00,3318.741
2018-05-13 07:00:00-04:00,3442.833
2018-05-13 08:00:00-04:00,3624.311
2018-05-13 09:00:00-04:00,3751.584
2018-05-13 10:00:00-04:00,3870.459
2018-05-13 11:00:00-04:00,3999.381
2018-05-13 12:00:00-04:00,4005.857
2018-05-13 13:00:00-04:00,3952.066
2018-05-13 14:00:00-04:00,3913.749
2018-05-13 15:00:00-04:00,3956.159
2018-05-13 16:00:00-04:00,3999.053
2018-05-13 17:00:00-04:00,4051.768
2018-05-13 18:00:00-04:00,4070.167
2018-05-13 19:00:00-04:00,4140.638
2018-05-13 20:00:00-04:00,4268.428
2018-05-13 21:00:00-04:00,4191.32
2018-05-13 22:00:00-04:00,3984.28
2018-05-13 23:00:00-04:00,3734.607
2018-05-14 00:00:00-04:00,3531.787
2018-05-14 01:00:00-04:00,3415.928
2018-05-14 02:00:00-04:00,3339.334
2018-05-14 03:00:00-04:00,3339.8
2018-05-14 04:00:00-04:00,3412.415
2018-05-14 05:00:00-04:00,3610.445
2018-05-14 06:00:00-04:00,3954.227
2018-05-14 07:00:00-04:00,4300.244
2018-05-14 08:00:00-04:00,4455.956
2018-05-14 09:00:00-04:00,4512.58
2018-05-14 10:00:00-04:00,4535.867
2018-05-14 11:00:00-04:00,4555.694
2018-05-14 12:00:00-04:00,4539.532
2018-05-14 13:00:00-04:00,4533.191
2018-05-14 14:00:00-04:00,4500.075
2018-05-14 15:00:00-04:00,4603.479
2018-05-14 16:00:00-04:00,4802.751
2018-05-14 17:00:00-04:00,4910.648
2018-05-14 18:00:00-04:00,4947.934
2018-05-14 19:00:00-04:00,4942.721
2018-05-14 20:00:00-04:00,5071.792
2018-05-14 21:00:00-04:00,4915.07
2018-05-14 22:00:00-04:00,4562.799
2018-05-14 23:00:00-04:00,4191.016
2018-05-15 00:00:00-04:00,3902.683
2018-05-15 01:00:00-04:00,3742.926
2018-05-15 02:00:00-04:00,3632.322
2018-05-15 03:00:00-04:00,3584.534
2018-05-15 04:00:00-04:00,3639.046
2018-05-15 05:00:00-04:00,3834.81
2018-05-15 06:00:00-04:00,4136.915
2018-05-15 07:00:00-04:00,4511.444
2018-05-15 08:00:00-04:00,4710.852
2018-05-15 09:00:00-04:00,4887.533
2018-05-15 10:00:00-04:00,5091.566
2018-05-15 11:00:00-04:00,5351.528
2018-05-15 12:00:00-04:00,5613.182
2018-05-15 13:00:00-04:00,5972.458
2018-05-15 14:00:00-04:00,6351.369
2018-05-15 15:00:00-04:00,6723.123
2018-05-15 16:00:00-04:00,7055.534
2018-05-15 17:00:00-04:00,6725.815
2018-05-15 18:00:00-04:00,6297.079
2018-05-15 19:00:00-04:00,5998.205
2018-05-15 20:00:00-04:00,5844.88
2018-05-15 21:00:00-04:00,5579.609
2018-05-15 22:00:00-04:00,5159.358
2018-05-15 23:00:00-04:00,4721.714
2018-05-16 00:00:00-04:00,4334.697
2018-05-16 01:00:00-04:00,4082.74
2018-05-16 02:00:00-04:00,3931.998
2018-05-16 03:00:00-04:00,3845.726
2018-05-16 04:00:00-04:00,3853.485
2018-05-16 05:00:00-04:00,4003.44
2018-05-16 06:00:00-04:00,4386.934
2018-05-16 07:00:00-04:00,4733.653
2018-05-16 08:00:00-04:00,4899.55
2018-05-16 09:00:00-04:00,5031.518
2018-05-16 10:00:00-04:00,5119.877
2018-05-16 11:00:00-04:00,5111.743
2018-05-16 12:00:00-04:00,5079.78
2018-05-16 13:00:00-04:00,5088.634
2018-05-16 14:00:00-04:00,5019.66
2018-05-16 15:00:00-04:00,4997.049
2018-05-16 16:00:00-04:00,5019.71
2018-05-16 17:00:00-04:00,4951.123
2018-05-16 18:00:00-04:00,4885.046
2018-05-16 19:00:00-04:00,4880.67
2018-05-16 20:00:00-04:00,4930.736
2018-05-16 21:00:00-04:00,4747.719
2018-05-16 22:00:00-04:00,4403.165
2018-05-16 23:00:00-04:00,4073.829
2018-05-17 00:00:00-04:00,3812.104
2018-05-17 01:00:00-04:00,3654.001
2018-05-17 02:00:00-04:00,3573.198
2018-05-17 03:00:00-04:00,3543.541
2018-05-17 04:00:00-04:00,3595.773
2018-05-17 05:00:00-04:00,3785.964
2018-05-17 06:00:00-04:00,4118.849
2018-05-17 07:00:00-04:00,4462.871
2018-05-17 08:00:00-04:00,4655.927
2018-05-17 09:00:00-04:00,4774.18
2018-05-17 10:00:00-04:00,4874.144
2018-05-17 11:00:00-04:00,4938.519
2018-05-17 12:00:00-04:00,4903.399
2018-05-17 13:00:00-04:00,4891.282
2018-05-17 14:00:00-04:00,4928.907
2018-05-17 15:00:00-04:00,4958.522
2018-05-17 16:00:00-04:00,5015.825
2018-05-17 17:00:00-04:00,5049.473
2018-05-17 18:00:00-04:00,4998.566
2018-05-17 19:00:00-04:00,5034.302
2018-05-17 20:00:00-04:00,5154.799
2018-05-17 21:00:00-04:00,5013.047
2018-05-17 22:00:00-04:00,4665.833
2018-05-17 23:00:00-04:00,4312.315
2018-05-18 00:00:00-04:00,4014.956
2018-05-18 01:00:00-04:00,3840.778
2018-05-18 02:00:00-04:00,3736.767
2018-05-18 03:00:00-04:00,3677.247
2018-05-18 04:00:00-04:00,3714.977
2018-05-18 05:00:00-04:00,3887.484
2018-05-18 06:00:00-04:00,4188.315
2018-05-18 07:00:00-04:00,4564.252
2018-05-18 08:00:00-04:00,4756.729
2018-05-18 09:00:00-04:00,4860.294
2018-05-18 10:00:00-04:00,4873.71
2018-05-18 11:00:00-04:00,4802.316
2018-05-18 12:00:00-04:00,4725.352
2018-05-18 13:00:00-04:00,4650.528
2018-05-18 14:00:00-04:00,4621.748
2018-05-18 15:00:00-04:00,4583.041
2018-05-18 16:00:00-04:00,4643.196
2018-05-18 17:00:00-04:00,4593.832
2018-05-18 18:00:00-04:00,4535.501
2018-05-18 19:00:00-04:00,4540.039
2018-05-18 20:00:00-04:00,4634.848
2018-05-18 21:00:00-04:00,4526.058
2018-05-18 22:00:00-04:00,4261.069
2018-05-18 23:00:00-04:00,3974.435
2018-05-19 00:00:00-04:00,3731.421
2018-05-19 01:00:00-04:00,3561.943
2018-05-19 02:00:00-04:00,3466.834
2018-05-19 03:00:00-04:00,3414.148
2018-05-19 04:00:00-04:00,3393.56
2018-05-19 05:00:00-04:00,3451.593
2018-05-19 06:00:00-04:00,3514.308
2018-05-19 07:00:00-04:00,3683.105
2018-05-19 08:00:00-04:00,3913.173
2018-05-19 09:00:00-04:00,4111.381
2018-05-19 10:00:00-04:00,4223.877
2018-05-19 11:00:00-04:00,4253.671
2018-05-19 12:00:00-04:00,4236.065
2018-05-19 13:00:00-04:00,4177.976
2018-05-19 14:00:00-04:00,4137.429
2018-05-19 15:00:00-04:00,4100.738
2018-05-19 16:00:00-04:00,4138.137
2018-05-19 17:00:00-04:00,4167.827
2018-05-19 18:00:00-04:00,4189.486
2018-05-19 19:00:00-04:00,4246.521
2018-05-19 20:00:00-04:00,4357.977
2018-05-19 21:00:00-04:00,4305.742
2018-05-19 22:00:00-04:00,4128.433
2018-05-19 23:00:00-04:00,3907.787
2018-05-20 00:00:00-04:00,3718.268
2018-05-20 01:00:00-04:00,3561.068
2018-05-20 02:00:00-04:00,3459.426
2018-05-20 03:00:00-04:00,3411.888
2018-05-20 04:00:00-04:00,3415.288
2018-05-20 05:00:00-04:00,3425.656
2018-05-20 06:00:00-04:00,3422.834
2018-05-20 07:00:00-04:00,3529.09
2018-05-20 08:00:00-04:00,3714.359
2018-05-20 09:00:00-04:00,3840.589
2018-05-20 10:00:00-04:00,3963.311
2018-05-20 11:00:00-04:00,4170.014
2018-05-20 12:00:00-04:00,4298.898
2018-05-20 13:00:00-04:00,4589.093
2018-05-20 14:00:00-04:00,4663.164
2018-05-20 15:00:00-04:00,4751.121
2018-05-20 16:00:00-04:00,4970.083
2018-05-20 17:00:00-04:00,5136.627
2018-05-20 18:00:00-04:00,5157.787
2018-05-20 19:00:00-04:00,5112.307
2018-05-20 20:00:00-04:00,5176.448
2018-05-20 21:00:00-04:00,5092.613
2018-05-20 22:00:00-04:00,4752.262
2018-05-20 23:00:00-04:00,4361.685
2018-05-21 00:00:00-04:00,4001.98
2018-05-21 01:00:00-04:00,3782.2
2018-05-21 02:00:00-04:00,3639.904
2018-05-21 03:00:00-04:00,3573.256
2018-05-21 04:00:00-04:00,3601.756
2018-05-21 05:00:00-04:00,3734.849
2018-05-21 06:00:00-04:00,4033.001
2018-05-21 07:00:00-04:00,4368.881
2018-05-21 08:00:00-04:00,4521.713
2018-05-21 09:00:00-04:00,4625.961
2018-05-21 10:00:00-04:00,4728.077
2018-05-21 11:00:00-04:00,4810.073
2018-05-21 12:00:00-04:00,4898.334
2018-05-21 13:00:00-04:00,5054.376
2018-05-21 14:00:00-04:00,5212.788
2018-05-21 15:00:00-04:00,5434.643
2018-05-21 16:00:00-04:00,5641.992
2018-05-21 17:00:00-04:00,5768.021
2018-05-21 18:00:00-04:00,5725.875
2018-05-21 19:00:00-04:00,5570.489
2018-05-21 20:00:00-04:00,5508.42
2018-05-21 21:00:00-04:00,5278.446
2018-05-21 22:00:00-04:00,4830.37
2018-05-21 23:00:00-04:00,4396.553
2018-05-22 00:00:00-04:00,4048.843
2018-05-22 01:00:00-04:00,3838.175
2018-05-22 02:00:00-04:00,3706.18
2018-05-22 03:00:00-04:00,3655.369
2018-05-22 04:00:00-04:00,3692.855
2018-05-22 05:00:00-04:00,3835.049
2018-05-22 06:00:00-04:00,4119.33
2018-05-22 07:00:00-04:00,4493.007
2018-05-22 08:00:00-04:00,4763.847
2018-05-22 09:00:00-04:00,4871.413
2018-05-22 10:00:00-04:00,4948.8
2018-05-22 11:00:00-04:00,5006.184
2018-05-22 12:00:00-04:00,4948.559
2018-05-22 13:00:00-04:00,5030.409
2018-05-22 14:00:00-04:00,5049.597
2018-05-22 15:00:00-04:00,4929.613
2018-05-22 16:00:00-04:00,4875.187
2018-05-22 17:00:00-04:00,4887.056
2018-05-22 18:00:00-04:00,4809.543
2018-05-22 19:00:00-04:00,4760.35
2018-05-22 20:00:00-04:00,4875.395
2018-05-22 21:00:00-04:00,4747.012
2018-05-22 22:00:00-04:00,4429.512
2018-05-22 23:00:00-04:00,4102.432
2018-05-23 00:00:00-04:00,3843.852
2018-05-23 01:00:00-04:00,3696.19
2018-05-23 02:00:00-04:00,3616.379
2018-05-23 03:00:00-04:00,3579.106
2018-05-23 04:00:00-04:00,3632.697
2018-05-23 05:00:00-04:00,3800.832
2018-05-23 06:00:00-04:00,4120.182
2018-05-23 07:00:00-04:00,4476.405
2018-05-23 08:00:00-04:00,4680.289
2018-05-23 09:00:00-04:00,4785.298
2018-05-23 10:00:00-04:00,4929.401
2018-05-23 11:00:00-04:00,5075.692
2018-05-23 12:00:00-04:00,5096.355
2018-05-23 13:00:00-04:00,5155.89
2018-05-23 14:00:00-04:00,5250.036
2018-05-23 15:00:00-04:00,5426.464
2018-05-23 16:00:00-04:00,5697.168
2018-05-23 17:00:00-04:00,5853.824
2018-05-23 18:00:00-04:00,5848.682
2018-05-23 19:00:00-04:00,5760.897
2018-05-23 20:00:00-04:00,5713.816
2018-05-23 21:00:00-04:00,5532.721
2018-05-23 22:00:00-04:00,5095.161
2018-05-23 23:00:00-04:00,4625.877
2018-05-24 00:00:00-04:00,4239.924
2018-05-24 01:00:00-04:00,3993.483
2018-05-24 02:00:00-04:00,3843.831
2018-05-24 03:00:00-04:00,3769.502
2018-05-24 04:00:00-04:00,3780.619
2018-05-24 05:00:00-04:00,3878.121
2018-05-24 06:00:00-04:00,4173.322
2018-05-24 07:00:00-04:00,4540.229
2018-05-24 08:00:00-04:00,4730.266
2018-05-24 09:00:00-04:00,4853.376
2018-05-24 10:00:00-04:00,4951.958
2018-05-24 11:00:00-04:00,5075.71
2018-05-24 12:00:00-04:00,5209.991
2018-05-24 13:00:00-04:00,5424.399
2018-05-24 14:00:00-04:00,5664.669
2018-05-24 15:00:00-04:00,5933.386
2018-05-24 16:00:00-04:00,6208.106
2018-05-24 17:00:00-04:00,6339.368
2018-05-24 18:00:00-04:00,6283.097
2018-05-24 19:00:00-04:00,6101.635
2018-05-24 20:00:00-04:00,5987.8
2018-05-24 21:00:00-04:00,5743.208
2018-05-24 22:00:00-04:00,5255.676
2018-05-24 23:00:00-04:00,4756.056
2018-05-25 00:00:00-04:00,4357.001
2018-05-25 01:00:00-04:00,4086.563
2018-05-25 02:00:00-04:00,3906.68
2018-05-25 03:00:00-04:00,3812.238
2018-05-25 04:00:00-04:00,3816.491
2018-05-25 05:00:00-04:00,3902.231
2018-05-25 06:00:00-04:00,4177.745
2018-05-25 07:00:00-04:00,4565.402
2018-05-25 08:00:00-04:00,4838.939
2018-05-25 09:00:00-04:00,5077.593
2018-05-25 10:00:00-04:00,5316.046
2018-05-25 11:00:00-04:00,5562.331
2018-05-25 12:00:00-04:00,5759.638
2018-05-25 13:00:00-04:00,5998.838
2018-05-25 14:00:00-04:00,6225.159
2018-05-25 15:00:00-04:00,6478.391
2018-05-25 16:00:00-04:00,6712.689
2018-05-25 17:00:00-04:00,6857.529
2018-05-25 18:00:00-04:00,6785.887
2018-05-25 19:00:00-04:00,6617.974
2018-05-25 20:00:00-04:00,6511.739
2018-05-25 21:00:00-04:00,6341.903
2018-05-25 22:00:00-04:00,5922.113
2018-05-25 23:00:00-04:00,5488.546
2018-05-26 00:00:00-04:00,5072.101
2018-05-26 01:00:00-04:00,4775.901
2018-05-26 02:00:00-04:00,4539.904
2018-05-26 03:00:00-04:00,4396.234
2018-05-26 04:00:00-04:00,4314.616
2018-05-26 05:00:00-04:00,4232.623
2018-05-26 06:00:00-04:00,4259.827
2018-05-26 07:00:00-04:00,4507.394
2018-05-26 08:00:00-04:00,4875.176
2018-05-26 09:00:00-04:00,5315.371
2018-05-26 10:00:00-04:00,5718.516
2018-05-26 11:00:00-04:00,5970.633
2018-05-26 12:00:00-04:00,6251.2
2018-05-26 13:00:00-04:00,6535.455
2018-05-26 14:00:00-04:00,6785.281
2018-05-26 15:00:00-04:00,6930.7
2018-05-26 16:00:00-04:00,7023.139
2018-05-26 17:00:00-04:00,7015.603
2018-05-26 18:00:00-04:00,6923.718
2018-05-26 19:00:00-04:00,6738.176
2018-05-26 20:00:00-04:00,6647.241
2018-05-26 21:00:00-04:00,6457.731
2018-05-26 22:00:00-04:00,6083.634
2018-05-26 23:00:00-04:00,5682.858
2018-05-27 00:00:00-04:00,5317.84
2018-05-27 01:00:00-04:00,5018.401
2018-05-27 02:00:00-04:00,4797.21
2018-05-27 03:00:00-04:00,4652.831
2018-05-27 04:00:00-04:00,4515.305
2018-05-27 05:00:00-04:00,4375.806
2018-05-27 06:00:00-04:00,4265.351
2018-05-27 07:00:00-04:00,4254.462
2018-05-27 08:00:00-04:00,4334.362
2018-05-27 09:00:00-04:00,4380.101
2018-05-27 10:00:00-04:00,4466.064
