evaluated_at_utc,evaluated_at_ept,forecast_hour_beginning_utc,forecast_hour_beginning_ept,Forecast
2020-06-21 03:45:00+00:00,2020-06-20 23:45:00-04:00,2020-06-22 02:00:00+00:00,2020-06-21 22:00:00-04:00,32748
2020-06-21 03:45:00+00:00,2020-06-20 23:45:00-04:00,2020-06-22 03:00:00+00:00,2020-06-21 23:00:00-04:00,30149
2020-06-22 03:45:00+00:00,2020-06-21 23:45:00-04:00,2020-06-22 04:00:00+00:00,2020-06-22 00:00:00-04:00,28577
2020-06-22 03:45:00+00:00,2020-06-21 23:45:00-04:00,2020-06-22 05:00:00+00:00,2020-06-22 01:00:00-04:00,27108
2020-06-22 03:45:00+00:00,2020-06-21 23:45:00-04:00,2020-06-22 06:00:00+00:00,2020-06-22 02:00:00-04:00,26008
2020-06-22 03:45:00+00:00,2020-06-21 23:45:00-04:00,2020-06-22 07:00:00+00:00,2020-06-22 03:00:00-04:00,25498
2020-06-22 03:45:00+00:00,2020-06-21 23:45:00-04:00,2020-06-22 08:00:00+00:00,2020-06-22 04:00:00-04:00,25598
2020-06-22 03:45:00+00:00,2020-06-21 23:45:00-04:00,2020-06-22 09:00:00+00:00,2020-06-22 05:00:00-04:00,26467
2020-06-22 03:45:00+00:00,2020-06-21 23:45:00-04:00,2020-06-22 10:00:00+00:00,2020-06-22 06:00:00-04:00,28034
2020-06-22 03:45:00+00:00,2020-06-21 23:45:00-04:00,2020-06-22 11:00:00+00:00,2020-06-22 07:00:00-04:00,30359
2020-06-22 03:45:00+00:00,2020-06-21 23:45:00-04:00,2020-06-22 12:00:00+00:00,2020-06-22 08:00:00-04:00,32956
2020-06-22 03:45:00+00:00,2020-06-21 23:45:00-04:00,2020-06-22 13:00:00+00:00,2020-06-22 09:00:00-04:00,35309
2020-06-22 03:45:00+00:00,2020-06-21 23:45:00-04:00,2020-06-22 14:00:00+00:00,2020-06-22 10:00:00-04:00,37629
2020-06-22 03:45:00+00:00,2020-06-21 23:45:00-04:00,2020-06-22 15:00:00+00:00,2020-06-22 11:00:00-04:00,39954
2020-06-22 03:45:00+00:00,2020-06-21 23:45:00-04:00,2020-06-22 16:00:00+00:00,2020-06-22 12:00:00-04:00,42112
2020-06-22 03:45:00+00:00,2020-06-21 23:45:00-04:00,2020-06-22 17:00:00+00:00,2020-06-22 13:00:00-04:00,43900
2020-06-22 03:45:00+00:00,2020-06-21 23:45:00-04:00,2020-06-22 18:00:00+00:00,2020-06-22 14:00:00-04:00,45260
2020-06-22 03:45:00+00:00,2020-06-21 23:45:00-04:00,2020-06-22 19:00:00+00:00,2020-06-22 15:00:00-04:00,46121
2020-06-22 03:45:00+00:00,2020-06-21 23:45:00-04:00,2020-06-22 20:00:00+00:00,2020-06-22 16:00:00-04:00,46676
2020-06-22 03:45:00+00:00,2020-06-21 23:45:00-04:00,2020-06-22 21:00:00+00:00,2020-06-22 17:00:00-04:00,47035
2020-06-22 03:45:00+00:00,2020-06-21 23:45:00-04:00,2020-06-22 22:00:00+00:00,2020-06-22 18:00:00-04:00,45954
2020-06-22 03:45:00+00:00,2020-06-21 23:45:00-04:00,2020-06-22 23:00:00+00:00,2020-06-22 19:00:00-04:00,44217
2020-06-22 03:45:00+00:00,2020-06-21 23:45:00-04:00,2020-06-23 00:00:00+00:00,2020-06-22 20:00:00-04:00,42880
2020-06-22 03:45:00+00:00,2020-06-21 23:45:00-04:00,2020-06-23 01:00:00+00:00,2020-06-22 21:00:00-04:00,41425
2020-06-22 03:45:00+00:00,2020-06-21 23:45:00-04:00,2020-06-23 02:00:00+00:00,2020-06-22 22:00:00-04:00,37649
2020-06-22 03:45:00+00:00,2020-06-21 23:45:00-04:00,2020-06-23 03:00:00+00:00,2020-06-22 23:00:00-04:00,34533
2020-06-23 03:45:00+00:00,2020-06-22 23:45:00-04:00,2020-06-23 04:00:00+00:00,2020-06-23 00:00:00-04:00,31776
2020-06-23 03:45:00+00:00,2020-06-22 23:45:00-04:00,2020-06-23 05:00:00+00:00,2020-06-23 01:00:00-04:00,29823
2020-06-23 03:45:00+00:00,2020-06-22 23:45:00-04:00,2020-06-23 06:00:00+00:00,2020-06-23 02:00:00-04:00,28553
2020-06-23 03:45:00+00:00,2020-06-22 23:45:00-04:00,2020-06-23 07:00:00+00:00,2020-06-23 03:00:00-04:00,27798
2020-06-23 03:45:00+00:00,2020-06-22 23:45:00-04:00,2020-06-23 08:00:00+00:00,2020-06-23 04:00:00-04:00,27805
2020-06-23 03:45:00+00:00,2020-06-22 23:45:00-04:00,2020-06-23 09:00:00+00:00,2020-06-23 05:00:00-04:00,28816
2020-06-23 03:45:00+00:00,2020-06-22 23:45:00-04:00,2020-06-23 10:00:00+00:00,2020-06-23 06:00:00-04:00,30617
2020-06-23 03:45:00+00:00,2020-06-22 23:45:00-04:00,2020-06-23 11:00:00+00:00,2020-06-23 07:00:00-04:00,32954
2020-06-23 03:45:00+00:00,2020-06-22 23:45:00-04:00,2020-06-23 12:00:00+00:00,2020-06-23 08:00:00-04:00,35775
2020-06-23 03:45:00+00:00,2020-06-22 23:45:00-04:00,2020-06-23 13:00:00+00:00,2020-06-23 09:00:00-04:00,38529
2020-06-23 03:45:00+00:00,2020-06-22 23:45:00-04:00,2020-06-23 14:00:00+00:00,2020-06-23 10:00:00-04:00,41227
2020-06-23 03:45:00+00:00,2020-06-22 23:45:00-04:00,2020-06-23 15:00:00+00:00,2020-06-23 11:00:00-04:00,43717
2020-06-23 03:45:00+00:00,2020-06-22 23:45:00-04:00,2020-06-23 16:00:00+00:00,2020-06-23 12:00:00-04:00,45903
2020-06-23 03:45:00+00:00,2020-06-22 23:45:00-04:00,2020-06-23 17:00:00+00:00,2020-06-23 13:00:00-04:00,47746
2020-06-23 03:45:00+00:00,2020-06-22 23:45:00-04:00,2020-06-23 18:00:00+00:00,2020-06-23 14:00:00-04:00,49158
2020-06-23 03:45:00+00:00,2020-06-22 23:45:00-04:00,2020-06-23 19:00:00+00:00,2020-06-23 15:00:00-04:00,50160
2020-06-23 03:45:00+00:00,2020-06-22 23:45:00-04:00,2020-06-23 20:00:00+00:00,2020-06-23 16:00:00-04:00,51019
2020-06-23 03:45:00+00:00,2020-06-22 23:45:00-04:00,2020-06-23 21:00:00+00:00,2020-06-23 17:00:00-04:00,51104
2020-06-23 03:45:00+00:00,2020-06-22 23:45:00-04:00,2020-06-23 22:00:00+00:00,2020-06-23 18:00:00-04:00,50052
2020-06-23 03:45:00+00:00,2020-06-22 23:45:00-04:00,2020-06-23 23:00:00+00:00,2020-06-23 19:00:00-04:00,48022
2020-06-23 03:45:00+00:00,2020-06-22 23:45:00-04:00,2020-06-24 00:00:00+00:00,2020-06-23 20:00:00-04:00,45383
2020-06-23 03:45:00+00:00,2020-06-22 23:45:00-04:00,2020-06-24 01:00:00+00:00,2020-06-23 21:00:00-04:00,43310
2020-06-23 03:45:00+00:00,2020-06-22 23:45:00-04:00,2020-06-24 02:00:00+00:00,2020-06-23 22:00:00-04:00,39861
2020-06-23 03:45:00+00:00,2020-06-22 23:45:00-04:00,2020-06-24 03:00:00+00:00,2020-06-23 23:00:00-04:00,36361
2020-06-24 03:45:00+00:00,2020-06-23 23:45:00-04:00,2020-06-24 04:00:00+00:00,2020-06-24 00:00:00-04:00,34121
2020-06-24 03:45:00+00:00,2020-06-23 23:45:00-04:00,2020-06-24 05:00:00+00:00,2020-06-24 01:00:00-04:00,32036
2020-06-24 03:45:00+00:00,2020-06-23 23:45:00-04:00,2020-06-24 06:00:00+00:00,2020-06-24 02:00:00-04:00,30543
2020-06-24 03:45:00+00:00,2020-06-23 23:45:00-04:00,2020-06-24 07:00:00+00:00,2020-06-24 03:00:00-04:00,29574
2020-06-24 03:45:00+00:00,2020-06-23 23:45:00-04:00,2020-06-24 08:00:00+00:00,2020-06-24 04:00:00-04:00,29364
2020-06-24 03:45:00+00:00,2020-06-23 23:45:00-04:00,2020-06-24 09:00:00+00:00,2020-06-24 05:00:00-04:00,29984
2020-06-24 03:45:00+00:00,2020-06-23 23:45:00-04:00,2020-06-24 10:00:00+00:00,2020-06-24 06:00:00-04:00,31326
2020-06-24 03:45:00+00:00,2020-06-23 23:45:00-04:00,2020-06-24 11:00:00+00:00,2020-06-24 07:00:00-04:00,33512
2020-06-24 03:45:00+00:00,2020-06-23 23:45:00-04:00,2020-06-24 12:00:00+00:00,2020-06-24 08:00:00-04:00,35978
2020-06-24 03:45:00+00:00,2020-06-23 23:45:00-04:00,2020-06-24 13:00:00+00:00,2020-06-24 09:00:00-04:00,38290
2020-06-24 03:45:00+00:00,2020-06-23 23:45:00-04:00,2020-06-24 14:00:00+00:00,2020-06-24 10:00:00-04:00,40544
2020-06-24 03:45:00+00:00,2020-06-23 23:45:00-04:00,2020-06-24 15:00:00+00:00,2020-06-24 11:00:00-04:00,42721
2020-06-24 03:45:00+00:00,2020-06-23 23:45:00-04:00,2020-06-24 16:00:00+00:00,2020-06-24 12:00:00-04:00,44616
2020-06-24 03:45:00+00:00,2020-06-23 23:45:00-04:00,2020-06-24 17:00:00+00:00,2020-06-24 13:00:00-04:00,46155
2020-06-24 03:45:00+00:00,2020-06-23 23:45:00-04:00,2020-06-24 18:00:00+00:00,2020-06-24 14:00:00-04:00,47086
2020-06-24 03:45:00+00:00,2020-06-23 23:45:00-04:00,2020-06-24 19:00:00+00:00,2020-06-24 15:00:00-04:00,47722
2020-06-24 03:45:00+00:00,2020-06-23 23:45:00-04:00,2020-06-24 20:00:00+00:00,2020-06-24 16:00:00-04:00,48104
2020-06-24 03:45:00+00:00,2020-06-23 23:45:00-04:00,2020-06-24 21:00:00+00:00,2020-06-24 17:00:00-04:00,48168
2020-06-24 03:45:00+00:00,2020-06-23 23:45:00-04:00,2020-06-24 22:00:00+00:00,2020-06-24 18:00:00-04:00,46933
2020-06-24 03:45:00+00:00,2020-06-23 23:45:00-04:00,2020-06-24 23:00:00+00:00,2020-06-24 19:00:00-04:00,45153
2020-06-24 03:45:00+00:00,2020-06-23 23:45:00-04:00,2020-06-25 00:00:00+00:00,2020-06-24 20:00:00-04:00,43598
2020-06-24 03:45:00+00:00,2020-06-23 23:45:00-04:00,2020-06-25 01:00:00+00:00,2020-06-24 21:00:00-04:00,41804
2020-06-24 03:45:00+00:00,2020-06-23 23:45:00-04:00,2020-06-25 02:00:00+00:00,2020-06-24 22:00:00-04:00,38646
2020-06-24 03:45:00+00:00,2020-06-23 23:45:00-04:00,2020-06-25 03:00:00+00:00,2020-06-24 23:00:00-04:00,35498
2020-06-25 03:45:00+00:00,2020-06-24 23:45:00-04:00,2020-06-25 04:00:00+00:00,2020-06-25 00:00:00-04:00,29982
2020-06-25 03:45:00+00:00,2020-06-24 23:45:00-04:00,2020-06-25 05:00:00+00:00,2020-06-25 01:00:00-04:00,28101
2020-06-25 03:45:00+00:00,2020-06-24 23:45:00-04:00,2020-06-25 06:00:00+00:00,2020-06-25 02:00:00-04:00,26776
2020-06-25 03:45:00+00:00,2020-06-24 23:45:00-04:00,2020-06-25 07:00:00+00:00,2020-06-25 03:00:00-04:00,26019
2020-06-25 03:45:00+00:00,2020-06-24 23:45:00-04:00,2020-06-25 08:00:00+00:00,2020-06-25 04:00:00-04:00,25944
2020-06-25 03:45:00+00:00,2020-06-24 23:45:00-04:00,2020-06-25 09:00:00+00:00,2020-06-25 05:00:00-04:00,26767
2020-06-25 03:45:00+00:00,2020-06-24 23:45:00-04:00,2020-06-25 10:00:00+00:00,2020-06-25 06:00:00-04:00,28494
2020-06-25 03:45:00+00:00,2020-06-24 23:45:00-04:00,2020-06-25 11:00:00+00:00,2020-06-25 07:00:00-04:00,30377
2020-06-25 03:45:00+00:00,2020-06-24 23:45:00-04:00,2020-06-25 12:00:00+00:00,2020-06-25 08:00:00-04:00,32321
2020-06-25 03:45:00+00:00,2020-06-24 23:45:00-04:00,2020-06-25 13:00:00+00:00,2020-06-25 09:00:00-04:00,33893
2020-06-25 03:45:00+00:00,2020-06-24 23:45:00-04:00,2020-06-25 14:00:00+00:00,2020-06-25 10:00:00-04:00,35559
2020-06-25 03:45:00+00:00,2020-06-24 23:45:00-04:00,2020-06-25 15:00:00+00:00,2020-06-25 11:00:00-04:00,37248
2020-06-25 03:45:00+00:00,2020-06-24 23:45:00-04:00,2020-06-25 16:00:00+00:00,2020-06-25 12:00:00-04:00,38823
2020-06-25 03:45:00+00:00,2020-06-24 23:45:00-04:00,2020-06-25 17:00:00+00:00,2020-06-25 13:00:00-04:00,40213
2020-06-25 03:45:00+00:00,2020-06-24 23:45:00-04:00,2020-06-25 18:00:00+00:00,2020-06-25 14:00:00-04:00,41465
2020-06-25 03:45:00+00:00,2020-06-24 23:45:00-04:00,2020-06-25 19:00:00+00:00,2020-06-25 15:00:00-04:00,42049
2020-06-25 03:45:00+00:00,2020-06-24 23:45:00-04:00,2020-06-25 20:00:00+00:00,2020-06-25 16:00:00-04:00,42533
2020-06-25 03:45:00+00:00,2020-06-24 23:45:00-04:00,2020-06-25 21:00:00+00:00,2020-06-25 17:00:00-04:00,42513
2020-06-25 03:45:00+00:00,2020-06-24 23:45:00-04:00,2020-06-25 22:00:00+00:00,2020-06-25 18:00:00-04:00,41453
2020-06-25 03:45:00+00:00,2020-06-24 23:45:00-04:00,2020-06-25 23:00:00+00:00,2020-06-25 19:00:00-04:00,39868
2020-06-25 03:45:00+00:00,2020-06-24 23:45:00-04:00,2020-06-26 00:00:00+00:00,2020-06-25 20:00:00-04:00,38276
2020-06-25 03:45:00+00:00,2020-06-24 23:45:00-04:00,2020-06-26 01:00:00+00:00,2020-06-25 21:00:00-04:00,36721
2020-06-25 03:45:00+00:00,2020-06-24 23:45:00-04:00,2020-06-26 02:00:00+00:00,2020-06-25 22:00:00-04:00,34110
2020-06-25 03:45:00+00:00,2020-06-24 23:45:00-04:00,2020-06-26 03:00:00+00:00,2020-06-25 23:00:00-04:00,31381
2020-06-26 03:45:00+00:00,2020-06-25 23:45:00-04:00,2020-06-26 04:00:00+00:00,2020-06-26 00:00:00-04:00,28740
2020-06-26 03:45:00+00:00,2020-06-25 23:45:00-04:00,2020-06-26 05:00:00+00:00,2020-06-26 01:00:00-04:00,27059
2020-06-26 03:45:00+00:00,2020-06-25 23:45:00-04:00,2020-06-26 06:00:00+00:00,2020-06-26 02:00:00-04:00,25890
2020-06-26 03:45:00+00:00,2020-06-25 23:45:00-04:00,2020-06-26 07:00:00+00:00,2020-06-26 03:00:00-04:00,25226
2020-06-26 03:45:00+00:00,2020-06-25 23:45:00-04:00,2020-06-26 08:00:00+00:00,2020-06-26 04:00:00-04:00,25209
2020-06-26 03:45:00+00:00,2020-06-25 23:45:00-04:00,2020-06-26 09:00:00+00:00,2020-06-26 05:00:00-04:00,25950
2020-06-26 03:45:00+00:00,2020-06-25 23:45:00-04:00,2020-06-26 10:00:00+00:00,2020-06-26 06:00:00-04:00,27454
2020-06-26 03:45:00+00:00,2020-06-25 23:45:00-04:00,2020-06-26 11:00:00+00:00,2020-06-26 07:00:00-04:00,29635
2020-06-26 03:45:00+00:00,2020-06-25 23:45:00-04:00,2020-06-26 12:00:00+00:00,2020-06-26 08:00:00-04:00,31432
2020-06-26 03:45:00+00:00,2020-06-25 23:45:00-04:00,2020-06-26 13:00:00+00:00,2020-06-26 09:00:00-04:00,33658
2020-06-26 03:45:00+00:00,2020-06-25 23:45:00-04:00,2020-06-26 14:00:00+00:00,2020-06-26 10:00:00-04:00,35725
2020-06-26 03:45:00+00:00,2020-06-25 23:45:00-04:00,2020-06-26 15:00:00+00:00,2020-06-26 11:00:00-04:00,38167
2020-06-26 03:45:00+00:00,2020-06-25 23:45:00-04:00,2020-06-26 16:00:00+00:00,2020-06-26 12:00:00-04:00,39945
2020-06-26 03:45:00+00:00,2020-06-25 23:45:00-04:00,2020-06-26 17:00:00+00:00,2020-06-26 13:00:00-04:00,41568
2020-06-26 03:45:00+00:00,2020-06-25 23:45:00-04:00,2020-06-26 18:00:00+00:00,2020-06-26 14:00:00-04:00,42896
2020-06-26 03:45:00+00:00,2020-06-25 23:45:00-04:00,2020-06-26 19:00:00+00:00,2020-06-26 15:00:00-04:00,43907
2020-06-26 03:45:00+00:00,2020-06-25 23:45:00-04:00,2020-06-26 20:00:00+00:00,2020-06-26 16:00:00-04:00,45015
2020-06-26 03:45:00+00:00,2020-06-25 23:45:00-04:00,2020-06-26 21:00:00+00:00,2020-06-26 17:00:00-04:00,45148
2020-06-26 03:45:00+00:00,2020-06-25 23:45:00-04:00,2020-06-26 22:00:00+00:00,2020-06-26 18:00:00-04:00,44031
2020-06-26 03:45:00+00:00,2020-06-25 23:45:00-04:00,2020-06-26 23:00:00+00:00,2020-06-26 19:00:00-04:00,42194
2020-06-26 03:45:00+00:00,2020-06-25 23:45:00-04:00,2020-06-27 00:00:00+00:00,2020-06-26 20:00:00-04:00,39469
2020-06-26 03:45:00+00:00,2020-06-25 23:45:00-04:00,2020-06-27 01:00:00+00:00,2020-06-26 21:00:00-04:00,38552
2020-06-26 03:45:00+00:00,2020-06-25 23:45:00-04:00,2020-06-27 02:00:00+00:00,2020-06-26 22:00:00-04:00,35958
2020-06-26 03:45:00+00:00,2020-06-25 23:45:00-04:00,2020-06-27 03:00:00+00:00,2020-06-26 23:00:00-04:00,32764
2020-06-27 03:45:00+00:00,2020-06-26 23:45:00-04:00,2020-06-27 04:00:00+00:00,2020-06-27 00:00:00-04:00,29835
2020-06-27 03:45:00+00:00,2020-06-26 23:45:00-04:00,2020-06-27 05:00:00+00:00,2020-06-27 01:00:00-04:00,28050
2020-06-27 03:45:00+00:00,2020-06-26 23:45:00-04:00,2020-06-27 06:00:00+00:00,2020-06-27 02:00:00-04:00,26770
2020-06-27 03:45:00+00:00,2020-06-26 23:45:00-04:00,2020-06-27 07:00:00+00:00,2020-06-27 03:00:00-04:00,25877
2020-06-27 03:45:00+00:00,2020-06-26 23:45:00-04:00,2020-06-27 08:00:00+00:00,2020-06-27 04:00:00-04:00,25496
2020-06-27 03:45:00+00:00,2020-06-26 23:45:00-04:00,2020-06-27 09:00:00+00:00,2020-06-27 05:00:00-04:00,25361
2020-06-27 03:45:00+00:00,2020-06-26 23:45:00-04:00,2020-06-27 10:00:00+00:00,2020-06-27 06:00:00-04:00,25614
2020-06-27 03:45:00+00:00,2020-06-26 23:45:00-04:00,2020-06-27 11:00:00+00:00,2020-06-27 07:00:00-04:00,27168
2020-06-27 03:45:00+00:00,2020-06-26 23:45:00-04:00,2020-06-27 12:00:00+00:00,2020-06-27 08:00:00-04:00,29891
2020-06-27 03:45:00+00:00,2020-06-26 23:45:00-04:00,2020-06-27 13:00:00+00:00,2020-06-27 09:00:00-04:00,32681
2020-06-27 03:45:00+00:00,2020-06-26 23:45:00-04:00,2020-06-27 14:00:00+00:00,2020-06-27 10:00:00-04:00,35302
2020-06-27 03:45:00+00:00,2020-06-26 23:45:00-04:00,2020-06-27 15:00:00+00:00,2020-06-27 11:00:00-04:00,37763
2020-06-27 03:45:00+00:00,2020-06-26 23:45:00-04:00,2020-06-27 16:00:00+00:00,2020-06-27 12:00:00-04:00,39856
2020-06-27 03:45:00+00:00,2020-06-26 23:45:00-04:00,2020-06-27 17:00:00+00:00,2020-06-27 13:00:00-04:00,41469
2020-06-27 03:45:00+00:00,2020-06-26 23:45:00-04:00,2020-06-27 18:00:00+00:00,2020-06-27 14:00:00-04:00,42772
2020-06-27 03:45:00+00:00,2020-06-26 23:45:00-04:00,2020-06-27 19:00:00+00:00,2020-06-27 15:00:00-04:00,43792
2020-06-27 03:45:00+00:00,2020-06-26 23:45:00-04:00,2020-06-27 20:00:00+00:00,2020-06-27 16:00:00-04:00,44486
2020-06-27 03:45:00+00:00,2020-06-26 23:45:00-04:00,2020-06-27 21:00:00+00:00,2020-06-27 17:00:00-04:00,44545
2020-06-27 03:45:00+00:00,2020-06-26 23:45:00-04:00,2020-06-27 22:00:00+00:00,2020-06-27 18:00:00-04:00,43681
2020-06-27 03:45:00+00:00,2020-06-26 23:45:00-04:00,2020-06-27 23:00:00+00:00,2020-06-27 19:00:00-04:00,42113
2020-06-27 03:45:00+00:00,2020-06-26 23:45:00-04:00,2020-06-28 00:00:00+00:00,2020-06-27 20:00:00-04:00,40379
2020-06-27 03:45:00+00:00,2020-06-26 23:45:00-04:00,2020-06-28 01:00:00+00:00,2020-06-27 21:00:00-04:00,39012
2020-06-27 03:45:00+00:00,2020-06-26 23:45:00-04:00,2020-06-28 02:00:00+00:00,2020-06-27 22:00:00-04:00,36626
2020-06-27 03:45:00+00:00,2020-06-26 23:45:00-04:00,2020-06-28 03:00:00+00:00,2020-06-27 23:00:00-04:00,33963
2020-06-28 03:45:00+00:00,2020-06-27 23:45:00-04:00,2020-06-28 04:00:00+00:00,2020-06-28 00:00:00-04:00,30701
2020-06-28 03:45:00+00:00,2020-06-27 23:45:00-04:00,2020-06-28 05:00:00+00:00,2020-06-28 01:00:00-04:00,28967
2020-06-28 03:45:00+00:00,2020-06-27 23:45:00-04:00,2020-06-28 06:00:00+00:00,2020-06-28 02:00:00-04:00,27539
2020-06-28 03:45:00+00:00,2020-06-27 23:45:00-04:00,2020-06-28 07:00:00+00:00,2020-06-28 03:00:00-04:00,26576
2020-06-28 03:45:00+00:00,2020-06-27 23:45:00-04:00,2020-06-28 08:00:00+00:00,2020-06-28 04:00:00-04:00,25984
2020-06-28 03:45:00+00:00,2020-06-27 23:45:00-04:00,2020-06-28 09:00:00+00:00,2020-06-28 05:00:00-04:00,25512
2020-06-28 03:45:00+00:00,2020-06-27 23:45:00-04:00,2020-06-28 10:00:00+00:00,2020-06-28 06:00:00-04:00,24929
2020-06-28 03:45:00+00:00,2020-06-27 23:45:00-04:00,2020-06-28 11:00:00+00:00,2020-06-28 07:00:00-04:00,26337
2020-06-28 03:45:00+00:00,2020-06-27 23:45:00-04:00,2020-06-28 12:00:00+00:00,2020-06-28 08:00:00-04:00,28823
2020-06-28 03:45:00+00:00,2020-06-27 23:45:00-04:00,2020-06-28 13:00:00+00:00,2020-06-28 09:00:00-04:00,31623
2020-06-28 03:45:00+00:00,2020-06-27 23:45:00-04:00,2020-06-28 14:00:00+00:00,2020-06-28 10:00:00-04:00,34254
2020-06-28 03:45:00+00:00,2020-06-27 23:45:00-04:00,2020-06-28 15:00:00+00:00,2020-06-28 11:00:00-04:00,36057
2020-06-28 03:45:00+00:00,2020-06-27 23:45:00-04:00,2020-06-28 16:00:00+00:00,2020-06-28 12:00:00-04:00,38230
2020-06-28 03:45:00+00:00,2020-06-27 23:45:00-04:00,2020-06-28 17:00:00+00:00,2020-06-28 13:00:00-04:00,39811
2020-06-28 03:45:00+00:00,2020-06-27 23:45:00-04:00,2020-06-28 18:00:00+00:00,2020-06-28 14:00:00-04:00,40933
2020-06-28 03:45:00+00:00,2020-06-27 23:45:00-04:00,2020-06-28 19:00:00+00:00,2020-06-28 15:00:00-04:00,41786
2020-06-28 03:45:00+00:00,2020-06-27 23:45:00-04:00,2020-06-28 20:00:00+00:00,2020-06-28 16:00:00-04:00,42361
2020-06-28 03:45:00+00:00,2020-06-27 23:45:00-04:00,2020-06-28 21:00:00+00:00,2020-06-28 17:00:00-04:00,42565
2020-06-28 03:45:00+00:00,2020-06-27 23:45:00-04:00,2020-06-28 22:00:00+00:00,2020-06-28 18:00:00-04:00,41788
2020-06-28 03:45:00+00:00,2020-06-27 23:45:00-04:00,2020-06-28 23:00:00+00:00,2020-06-28 19:00:00-04:00,40438
2020-06-28 03:45:00+00:00,2020-06-27 23:45:00-04:00,2020-06-29 00:00:00+00:00,2020-06-28 20:00:00-04:00,38972
2020-06-28 03:45:00+00:00,2020-06-27 23:45:00-04:00,2020-06-29 01:00:00+00:00,2020-06-28 21:00:00-04:00,37502
2020-06-28 03:45:00+00:00,2020-06-27 23:45:00-04:00,2020-06-29 02:00:00+00:00,2020-06-28 22:00:00-04:00,34834
2020-06-28 03:45:00+00:00,2020-06-27 23:45:00-04:00,2020-06-29 03:00:00+00:00,2020-06-28 23:00:00-04:00,32015
2020-06-29 03:45:00+00:00,2020-06-28 23:45:00-04:00,2020-06-29 04:00:00+00:00,2020-06-29 00:00:00-04:00,31930
2020-06-29 03:45:00+00:00,2020-06-28 23:45:00-04:00,2020-06-29 05:00:00+00:00,2020-06-29 01:00:00-04:00,29980
2020-06-29 03:45:00+00:00,2020-06-28 23:45:00-04:00,2020-06-29 06:00:00+00:00,2020-06-29 02:00:00-04:00,28579
2020-06-29 03:45:00+00:00,2020-06-28 23:45:00-04:00,2020-06-29 07:00:00+00:00,2020-06-29 03:00:00-04:00,27811
2020-06-29 03:45:00+00:00,2020-06-28 23:45:00-04:00,2020-06-29 08:00:00+00:00,2020-06-29 04:00:00-04:00,27822
2020-06-29 03:45:00+00:00,2020-06-28 23:45:00-04:00,2020-06-29 09:00:00+00:00,2020-06-29 05:00:00-04:00,28881
2020-06-29 03:45:00+00:00,2020-06-28 23:45:00-04:00,2020-06-29 10:00:00+00:00,2020-06-29 06:00:00-04:00,30617
2020-06-29 03:45:00+00:00,2020-06-28 23:45:00-04:00,2020-06-29 11:00:00+00:00,2020-06-29 07:00:00-04:00,33225
2020-06-29 03:45:00+00:00,2020-06-28 23:45:00-04:00,2020-06-29 12:00:00+00:00,2020-06-29 08:00:00-04:00,35939
2020-06-29 03:45:00+00:00,2020-06-28 23:45:00-04:00,2020-06-29 13:00:00+00:00,2020-06-29 09:00:00-04:00,38669
2020-06-29 03:45:00+00:00,2020-06-28 23:45:00-04:00,2020-06-29 14:00:00+00:00,2020-06-29 10:00:00-04:00,41450
2020-06-29 03:45:00+00:00,2020-06-28 23:45:00-04:00,2020-06-29 15:00:00+00:00,2020-06-29 11:00:00-04:00,44002
2020-06-29 03:45:00+00:00,2020-06-28 23:45:00-04:00,2020-06-29 16:00:00+00:00,2020-06-29 12:00:00-04:00,45569
2020-06-29 03:45:00+00:00,2020-06-28 23:45:00-04:00,2020-06-29 17:00:00+00:00,2020-06-29 13:00:00-04:00,47310
2020-06-29 03:45:00+00:00,2020-06-28 23:45:00-04:00,2020-06-29 18:00:00+00:00,2020-06-29 14:00:00-04:00,48933
2020-06-29 03:45:00+00:00,2020-06-28 23:45:00-04:00,2020-06-29 19:00:00+00:00,2020-06-29 15:00:00-04:00,49603
2020-06-29 03:45:00+00:00,2020-06-28 23:45:00-04:00,2020-06-29 20:00:00+00:00,2020-06-29 16:00:00-04:00,49936
2020-06-29 03:45:00+00:00,2020-06-28 23:45:00-04:00,2020-06-29 21:00:00+00:00,2020-06-29 17:00:00-04:00,50363
2020-06-29 03:45:00+00:00,2020-06-28 23:45:00-04:00,2020-06-29 22:00:00+00:00,2020-06-29 18:00:00-04:00,49519
2020-06-29 03:45:00+00:00,2020-06-28 23:45:00-04:00,2020-06-29 23:00:00+00:00,2020-06-29 19:00:00-04:00,48237
2020-06-29 03:45:00+00:00,2020-06-28 23:45:00-04:00,2020-06-30 00:00:00+00:00,2020-06-29 20:00:00-04:00,46426
2020-06-29 03:45:00+00:00,2020-06-28 23:45:00-04:00,2020-06-30 01:00:00+00:00,2020-06-29 21:00:00-04:00,44275
2020-06-29 03:45:00+00:00,2020-06-28 23:45:00-04:00,2020-06-30 02:00:00+00:00,2020-06-29 22:00:00-04:00,40533
2020-06-29 03:45:00+00:00,2020-06-28 23:45:00-04:00,2020-06-30 03:00:00+00:00,2020-06-29 23:00:00-04:00,36877
2020-06-30 03:45:00+00:00,2020-06-29 23:45:00-04:00,2020-06-30 04:00:00+00:00,2020-06-30 00:00:00-04:00,31109
2020-06-30 03:45:00+00:00,2020-06-29 23:45:00-04:00,2020-06-30 05:00:00+00:00,2020-06-30 01:00:00-04:00,29271
