evaluated_at_utc,evaluated_at_ept,forecast_hour_beginning_utc,forecast_hour_beginning_ept,Forecast
2019-07-20 03:45:00+00:00,2019-07-19 23:45:00-04:00,2019-07-20 15:00:00+00:00,2019-07-20 11:00:00-04:00,50358
2019-07-20 03:45:00+00:00,2019-07-19 23:45:00-04:00,2019-07-20 16:00:00+00:00,2019-07-20 12:00:00-04:00,52440
2019-07-20 03:45:00+00:00,2019-07-19 23:45:00-04:00,2019-07-20 17:00:00+00:00,2019-07-20 13:00:00-04:00,53800
2019-07-20 03:45:00+00:00,2019-07-19 23:45:00-04:00,2019-07-20 18:00:00+00:00,2019-07-20 14:00:00-04:00,54570
2019-07-20 03:45:00+00:00,2019-07-19 23:45:00-04:00,2019-07-20 19:00:00+00:00,2019-07-20 15:00:00-04:00,55024
2019-07-20 03:45:00+00:00,2019-07-19 23:45:00-04:00,2019-07-20 20:00:00+00:00,2019-07-20 16:00:00-04:00,55215
2019-07-20 03:45:00+00:00,2019-07-19 23:45:00-04:00,2019-07-20 21:00:00+00:00,2019-07-20 17:00:00-04:00,54783
2019-07-20 03:45:00+00:00,2019-07-19 23:45:00-04:00,2019-07-20 22:00:00+00:00,2019-07-20 18:00:00-04:00,53791
2019-07-20 03:45:00+00:00,2019-07-19 23:45:00-04:00,2019-07-20 23:00:00+00:00,2019-07-20 19:00:00-04:00,51968
2019-07-20 03:45:00+00:00,2019-07-19 23:45:00-04:00,2019-07-21 00:00:00+00:00,2019-07-20 20:00:00-04:00,50138
2019-07-20 03:45:00+00:00,2019-07-19 23:45:00-04:00,2019-07-21 01:00:00+00:00,2019-07-20 21:00:00-04:00,48177
2019-07-20 03:45:00+00:00,2019-07-19 23:45:00-04:00,2019-07-21 02:00:00+00:00,2019-07-20 22:00:00-04:00,45026
2019-07-20 03:45:00+00:00,2019-07-19 23:45:00-04:00,2019-07-21 03:00:00+00:00,2019-07-20 23:00:00-04:00,41774
2019-07-21 03:45:00+00:00,2019-07-20 23:45:00-04:00,2019-07-21 04:00:00+00:00,2019-07-21 00:00:00-04:00,38905
2019-07-21 03:45:00+00:00,2019-07-20 23:45:00-04:00,2019-07-21 05:00:00+00:00,2019-07-21 01:00:00-04:00,36654
2019-07-21 03:45:00+00:00,2019-07-20 23:45:00-04:00,2019-07-21 06:00:00+00:00,2019-07-21 02:00:00-04:00,34937
2019-07-21 03:45:00+00:00,2019-07-20 23:45:00-04:00,2019-07-21 07:00:00+00:00,2019-07-21 03:00:00-04:00,33489
2019-07-21 03:45:00+00:00,2019-07-20 23:45:00-04:00,2019-07-21 08:00:00+00:00,2019-07-21 04:00:00-04:00,32573
2019-07-21 03:45:00+00:00,2019-07-20 23:45:00-04:00,2019-07-21 09:00:00+00:00,2019-07-21 05:00:00-04:00,32248
2019-07-21 03:45:00+00:00,2019-07-20 23:45:00-04:00,2019-07-21 10:00:00+00:00,2019-07-21 06:00:00-04:00,32528
2019-07-21 03:45:00+00:00,2019-07-20 23:45:00-04:00,2019-07-21 11:00:00+00:00,2019-07-21 07:00:00-04:00,34189
2019-07-21 03:45:00+00:00,2019-07-20 23:45:00-04:00,2019-07-21 12:00:00+00:00,2019-07-21 08:00:00-04:00,36702
2019-07-21 03:45:00+00:00,2019-07-20 23:45:00-04:00,2019-07-21 13:00:00+00:00,2019-07-21 09:00:00-04:00,40455
2019-07-21 03:45:00+00:00,2019-07-20 23:45:00-04:00,2019-07-21 14:00:00+00:00,2019-07-21 10:00:00-04:00,44762
2019-07-21 03:45:00+00:00,2019-07-20 23:45:00-04:00,2019-07-21 15:00:00+00:00,2019-07-21 11:00:00-04:00,48217
2019-07-21 03:45:00+00:00,2019-07-20 23:45:00-04:00,2019-07-21 16:00:00+00:00,2019-07-21 12:00:00-04:00,51168
2019-07-21 03:45:00+00:00,2019-07-20 23:45:00-04:00,2019-07-21 17:00:00+00:00,2019-07-21 13:00:00-04:00,52934
2019-07-21 03:45:00+00:00,2019-07-20 23:45:00-04:00,2019-07-21 18:00:00+00:00,2019-07-21 14:00:00-04:00,54422
2019-07-21 03:45:00+00:00,2019-07-20 23:45:00-04:00,2019-07-21 19:00:00+00:00,2019-07-21 15:00:00-04:00,55486
2019-07-21 03:45:00+00:00,2019-07-20 23:45:00-04:00,2019-07-21 20:00:00+00:00,2019-07-21 16:00:00-04:00,55971
2019-07-21 03:45:00+00:00,2019-07-20 23:45:00-04:00,2019-07-21 21:00:00+00:00,2019-07-21 17:00:00-04:00,55901
2019-07-21 03:45:00+00:00,2019-07-20 23:45:00-04:00,2019-07-21 22:00:00+00:00,2019-07-21 18:00:00-04:00,55182
2019-07-21 03:45:00+00:00,2019-07-20 23:45:00-04:00,2019-07-21 23:00:00+00:00,2019-07-21 19:00:00-04:00,53276
2019-07-21 03:45:00+00:00,2019-07-20 23:45:00-04:00,2019-07-22 00:00:00+00:00,2019-07-21 20:00:00-04:00,50409
2019-07-21 03:45:00+00:00,2019-07-20 23:45:00-04:00,2019-07-22 01:00:00+00:00,2019-07-21 21:00:00-04:00,48105
2019-07-21 03:45:00+00:00,2019-07-20 23:45:00-04:00,2019-07-22 02:00:00+00:00,2019-07-21 22:00:00-04:00,44566
2019-07-21 03:45:00+00:00,2019-07-20 23:45:00-04:00,2019-07-22 03:00:00+00:00,2019-07-21 23:00:00-04:00,40804
2019-07-22 03:45:00+00:00,2019-07-21 23:45:00-04:00,2019-07-22 04:00:00+00:00,2019-07-22 00:00:00-04:00,39105
2019-07-22 03:45:00+00:00,2019-07-21 23:45:00-04:00,2019-07-22 05:00:00+00:00,2019-07-22 01:00:00-04:00,36882
2019-07-22 03:45:00+00:00,2019-07-21 23:45:00-04:00,2019-07-22 06:00:00+00:00,2019-07-22 02:00:00-04:00,35415
2019-07-22 03:45:00+00:00,2019-07-21 23:45:00-04:00,2019-07-22 07:00:00+00:00,2019-07-22 03:00:00-04:00,34477
2019-07-22 03:45:00+00:00,2019-07-21 23:45:00-04:00,2019-07-22 08:00:00+00:00,2019-07-22 04:00:00-04:00,34402
2019-07-22 03:45:00+00:00,2019-07-21 23:45:00-04:00,2019-07-22 09:00:00+00:00,2019-07-22 05:00:00-04:00,35448
2019-07-22 03:45:00+00:00,2019-07-21 23:45:00-04:00,2019-07-22 10:00:00+00:00,2019-07-22 06:00:00-04:00,37205
2019-07-22 03:45:00+00:00,2019-07-21 23:45:00-04:00,2019-07-22 11:00:00+00:00,2019-07-22 07:00:00-04:00,39525
2019-07-22 03:45:00+00:00,2019-07-21 23:45:00-04:00,2019-07-22 12:00:00+00:00,2019-07-22 08:00:00-04:00,41780
2019-07-22 03:45:00+00:00,2019-07-21 23:45:00-04:00,2019-07-22 13:00:00+00:00,2019-07-22 09:00:00-04:00,43963
2019-07-22 03:45:00+00:00,2019-07-21 23:45:00-04:00,2019-07-22 14:00:00+00:00,2019-07-22 10:00:00-04:00,46117
2019-07-22 03:45:00+00:00,2019-07-21 23:45:00-04:00,2019-07-22 15:00:00+00:00,2019-07-22 11:00:00-04:00,47935
2019-07-22 03:45:00+00:00,2019-07-21 23:45:00-04:00,2019-07-22 16:00:00+00:00,2019-07-22 12:00:00-04:00,49480
2019-07-22 03:45:00+00:00,2019-07-21 23:45:00-04:00,2019-07-22 17:00:00+00:00,2019-07-22 13:00:00-04:00,50794
2019-07-22 03:45:00+00:00,2019-07-21 23:45:00-04:00,2019-07-22 18:00:00+00:00,2019-07-22 14:00:00-04:00,51525
2019-07-22 03:45:00+00:00,2019-07-21 23:45:00-04:00,2019-07-22 19:00:00+00:00,2019-07-22 15:00:00-04:00,51725
2019-07-22 03:45:00+00:00,2019-07-21 23:45:00-04:00,2019-07-22 20:00:00+00:00,2019-07-22 16:00:00-04:00,52041
2019-07-22 03:45:00+00:00,2019-07-21 23:45:00-04:00,2019-07-22 21:00:00+00:00,2019-07-22 17:00:00-04:00,51989
2019-07-22 03:45:00+00:00,2019-07-21 23:45:00-04:00,2019-07-22 22:00:00+00:00,2019-07-22 18:00:00-04:00,50888
2019-07-22 03:45:00+00:00,2019-07-21 23:45:00-04:00,2019-07-22 23:00:00+00:00,2019-07-22 19:00:00-04:00,48719
2019-07-22 03:45:00+00:00,2019-07-21 23:45:00-04:00,2019-07-23 00:00:00+00:00,2019-07-22 20:00:00-04:00,47155
2019-07-22 03:45:00+00:00,2019-07-21 23:45:00-04:00,2019-07-23 01:00:00+00:00,2019-07-22 21:00:00-04:00,44631
2019-07-22 03:45:00+00:00,2019-07-21 23:45:00-04:00,2019-07-23 02:00:00+00:00,2019-07-22 22:00:00-04:00,41254
2019-07-22 03:45:00+00:00,2019-07-21 23:45:00-04:00,2019-07-23 03:00:00+00:00,2019-07-22 23:00:00-04:00,37889
2019-07-23 03:45:00+00:00,2019-07-22 23:45:00-04:00,2019-07-23 04:00:00+00:00,2019-07-23 00:00:00-04:00,32713
2019-07-23 03:45:00+00:00,2019-07-22 23:45:00-04:00,2019-07-23 05:00:00+00:00,2019-07-23 01:00:00-04:00,31142
2019-07-23 03:45:00+00:00,2019-07-22 23:45:00-04:00,2019-07-23 06:00:00+00:00,2019-07-23 02:00:00-04:00,29791
2019-07-23 03:45:00+00:00,2019-07-22 23:45:00-04:00,2019-07-23 07:00:00+00:00,2019-07-23 03:00:00-04:00,29161
2019-07-23 03:45:00+00:00,2019-07-22 23:45:00-04:00,2019-07-23 08:00:00+00:00,2019-07-23 04:00:00-04:00,29166
2019-07-23 03:45:00+00:00,2019-07-22 23:45:00-04:00,2019-07-23 09:00:00+00:00,2019-07-23 05:00:00-04:00,30374
2019-07-23 03:45:00+00:00,2019-07-22 23:45:00-04:00,2019-07-23 10:00:00+00:00,2019-07-23 06:00:00-04:00,32357
2019-07-23 03:45:00+00:00,2019-07-22 23:45:00-04:00,2019-07-23 11:00:00+00:00,2019-07-23 07:00:00-04:00,34817
2019-07-23 03:45:00+00:00,2019-07-22 23:45:00-04:00,2019-07-23 12:00:00+00:00,2019-07-23 08:00:00-04:00,36272
2019-07-23 03:45:00+00:00,2019-07-22 23:45:00-04:00,2019-07-23 13:00:00+00:00,2019-07-23 09:00:00-04:00,37287
2019-07-23 03:45:00+00:00,2019-07-22 23:45:00-04:00,2019-07-23 14:00:00+00:00,2019-07-23 10:00:00-04:00,38176
2019-07-23 03:45:00+00:00,2019-07-22 23:45:00-04:00,2019-07-23 15:00:00+00:00,2019-07-23 11:00:00-04:00,38869
2019-07-23 03:45:00+00:00,2019-07-22 23:45:00-04:00,2019-07-23 16:00:00+00:00,2019-07-23 12:00:00-04:00,39278
2019-07-23 03:45:00+00:00,2019-07-22 23:45:00-04:00,2019-07-23 17:00:00+00:00,2019-07-23 13:00:00-04:00,39736
2019-07-23 03:45:00+00:00,2019-07-22 23:45:00-04:00,2019-07-23 18:00:00+00:00,2019-07-23 14:00:00-04:00,39951
2019-07-23 03:45:00+00:00,2019-07-22 23:45:00-04:00,2019-07-23 19:00:00+00:00,2019-07-23 15:00:00-04:00,40132
2019-07-23 03:45:00+00:00,2019-07-22 23:45:00-04:00,2019-07-23 20:00:00+00:00,2019-07-23 16:00:00-04:00,40387
2019-07-23 03:45:00+00:00,2019-07-22 23:45:00-04:00,2019-07-23 21:00:00+00:00,2019-07-23 17:00:00-04:00,40410
2019-07-23 03:45:00+00:00,2019-07-22 23:45:00-04:00,2019-07-23 22:00:00+00:00,2019-07-23 18:00:00-04:00,39858
2019-07-23 03:45:00+00:00,2019-07-22 23:45:00-04:00,2019-07-23 23:00:00+00:00,2019-07-23 19:00:00-04:00,38806
2019-07-23 03:45:00+00:00,2019-07-22 23:45:00-04:00,2019-07-24 00:00:00+00:00,2019-07-23 20:00:00-04:00,38062
2019-07-23 03:45:00+00:00,2019-07-22 23:45:00-04:00,2019-07-24 01:00:00+00:00,2019-07-23 21:00:00-04:00,36918
2019-07-23 03:45:00+00:00,2019-07-22 23:45:00-04:00,2019-07-24 02:00:00+00:00,2019-07-23 22:00:00-04:00,34202
2019-07-23 03:45:00+00:00,2019-07-22 23:45:00-04:00,2019-07-24 03:00:00+00:00,2019-07-23 23:00:00-04:00,31268
2019-07-24 03:45:00+00:00,2019-07-23 23:45:00-04:00,2019-07-24 04:00:00+00:00,2019-07-24 00:00:00-04:00,28222
2019-07-24 03:45:00+00:00,2019-07-23 23:45:00-04:00,2019-07-24 05:00:00+00:00,2019-07-24 01:00:00-04:00,26657
2019-07-24 03:45:00+00:00,2019-07-23 23:45:00-04:00,2019-07-24 06:00:00+00:00,2019-07-24 02:00:00-04:00,25695
2019-07-24 03:45:00+00:00,2019-07-23 23:45:00-04:00,2019-07-24 07:00:00+00:00,2019-07-24 03:00:00-04:00,25223
2019-07-24 03:45:00+00:00,2019-07-23 23:45:00-04:00,2019-07-24 08:00:00+00:00,2019-07-24 04:00:00-04:00,25433
2019-07-24 03:45:00+00:00,2019-07-23 23:45:00-04:00,2019-07-24 09:00:00+00:00,2019-07-24 05:00:00-04:00,26777
2019-07-24 03:45:00+00:00,2019-07-23 23:45:00-04:00,2019-07-24 10:00:00+00:00,2019-07-24 06:00:00-04:00,28979
2019-07-24 03:45:00+00:00,2019-07-23 23:45:00-04:00,2019-07-24 11:00:00+00:00,2019-07-24 07:00:00-04:00,31253
2019-07-24 03:45:00+00:00,2019-07-23 23:45:00-04:00,2019-07-24 12:00:00+00:00,2019-07-24 08:00:00-04:00,32859
2019-07-24 03:45:00+00:00,2019-07-23 23:45:00-04:00,2019-07-24 13:00:00+00:00,2019-07-24 09:00:00-04:00,34276
2019-07-24 03:45:00+00:00,2019-07-23 23:45:00-04:00,2019-07-24 14:00:00+00:00,2019-07-24 10:00:00-04:00,35661
2019-07-24 03:45:00+00:00,2019-07-23 23:45:00-04:00,2019-07-24 15:00:00+00:00,2019-07-24 11:00:00-04:00,36911
2019-07-24 03:45:00+00:00,2019-07-23 23:45:00-04:00,2019-07-24 16:00:00+00:00,2019-07-24 12:00:00-04:00,38042
2019-07-24 03:45:00+00:00,2019-07-23 23:45:00-04:00,2019-07-24 17:00:00+00:00,2019-07-24 13:00:00-04:00,39222
2019-07-24 03:45:00+00:00,2019-07-23 23:45:00-04:00,2019-07-24 18:00:00+00:00,2019-07-24 14:00:00-04:00,40185
2019-07-24 03:45:00+00:00,2019-07-23 23:45:00-04:00,2019-07-24 19:00:00+00:00,2019-07-24 15:00:00-04:00,41162
2019-07-24 03:45:00+00:00,2019-07-23 23:45:00-04:00,2019-07-24 20:00:00+00:00,2019-07-24 16:00:00-04:00,41897
2019-07-24 03:45:00+00:00,2019-07-23 23:45:00-04:00,2019-07-24 21:00:00+00:00,2019-07-24 17:00:00-04:00,42168
2019-07-24 03:45:00+00:00,2019-07-23 23:45:00-04:00,2019-07-24 22:00:00+00:00,2019-07-24 18:00:00-04:00,41317
2019-07-24 03:45:00+00:00,2019-07-23 23:45:00-04:00,2019-07-24 23:00:00+00:00,2019-07-24 19:00:00-04:00,39940
2019-07-24 03:45:00+00:00,2019-07-23 23:45:00-04:00,2019-07-25 00:00:00+00:00,2019-07-24 20:00:00-04:00,38925
2019-07-24 03:45:00+00:00,2019-07-23 23:45:00-04:00,2019-07-25 01:00:00+00:00,2019-07-24 21:00:00-04:00,37687
2019-07-24 03:45:00+00:00,2019-07-23 23:45:00-04:00,2019-07-25 02:00:00+00:00,2019-07-24 22:00:00-04:00,34731
2019-07-24 03:45:00+00:00,2019-07-23 23:45:00-04:00,2019-07-25 03:00:00+00:00,2019-07-24 23:00:00-04:00,31639
2019-07-25 03:45:00+00:00,2019-07-24 23:45:00-04:00,2019-07-25 04:00:00+00:00,2019-07-25 00:00:00-04:00,29475
2019-07-25 03:45:00+00:00,2019-07-24 23:45:00-04:00,2019-07-25 05:00:00+00:00,2019-07-25 01:00:00-04:00,27722
2019-07-25 03:45:00+00:00,2019-07-24 23:45:00-04:00,2019-07-25 06:00:00+00:00,2019-07-25 02:00:00-04:00,26562
2019-07-25 03:45:00+00:00,2019-07-24 23:45:00-04:00,2019-07-25 07:00:00+00:00,2019-07-25 03:00:00-04:00,25946
2019-07-25 03:45:00+00:00,2019-07-24 23:45:00-04:00,2019-07-25 08:00:00+00:00,2019-07-25 04:00:00-04:00,26075
2019-07-25 03:45:00+00:00,2019-07-24 23:45:00-04:00,2019-07-25 09:00:00+00:00,2019-07-25 05:00:00-04:00,27261
2019-07-25 03:45:00+00:00,2019-07-24 23:45:00-04:00,2019-07-25 10:00:00+00:00,2019-07-25 06:00:00-04:00,29428
2019-07-25 03:45:00+00:00,2019-07-24 23:45:00-04:00,2019-07-25 11:00:00+00:00,2019-07-25 07:00:00-04:00,31962
2019-07-25 03:45:00+00:00,2019-07-24 23:45:00-04:00,2019-07-25 12:00:00+00:00,2019-07-25 08:00:00-04:00,33951
2019-07-25 03:45:00+00:00,2019-07-24 23:45:00-04:00,2019-07-25 13:00:00+00:00,2019-07-25 09:00:00-04:00,35698
2019-07-25 03:45:00+00:00,2019-07-24 23:45:00-04:00,2019-07-25 14:00:00+00:00,2019-07-25 10:00:00-04:00,37457
2019-07-25 03:45:00+00:00,2019-07-24 23:45:00-04:00,2019-07-25 15:00:00+00:00,2019-07-25 11:00:00-04:00,39008
2019-07-25 03:45:00+00:00,2019-07-24 23:45:00-04:00,2019-07-25 16:00:00+00:00,2019-07-25 12:00:00-04:00,40272
2019-07-25 03:45:00+00:00,2019-07-24 23:45:00-04:00,2019-07-25 17:00:00+00:00,2019-07-25 13:00:00-04:00,41569
2019-07-25 03:45:00+00:00,2019-07-24 23:45:00-04:00,2019-07-25 18:00:00+00:00,2019-07-25 14:00:00-04:00,42442
2019-07-25 03:45:00+00:00,2019-07-24 23:45:00-04:00,2019-07-25 19:00:00+00:00,2019-07-25 15:00:00-04:00,43318
2019-07-25 03:45:00+00:00,2019-07-24 23:45:00-04:00,2019-07-25 20:00:00+00:00,2019-07-25 16:00:00-04:00,43909
2019-07-25 03:45:00+00:00,2019-07-24 23:45:00-04:00,2019-07-25 21:00:00+00:00,2019-07-25 17:00:00-04:00,44187
2019-07-25 03:45:00+00:00,2019-07-24 23:45:00-04:00,2019-07-25 22:00:00+00:00,2019-07-25 18:00:00-04:00,43582
2019-07-25 03:45:00+00:00,2019-07-24 23:45:00-04:00,2019-07-25 23:00:00+00:00,2019-07-25 19:00:00-04:00,42383
2019-07-25 03:45:00+00:00,2019-07-24 23:45:00-04:00,2019-07-26 00:00:00+00:00,2019-07-25 20:00:00-04:00,40984
2019-07-25 03:45:00+00:00,2019-07-24 23:45:00-04:00,2019-07-26 01:00:00+00:00,2019-07-25 21:00:00-04:00,39196
2019-07-25 03:45:00+00:00,2019-07-24 23:45:00-04:00,2019-07-26 02:00:00+00:00,2019-07-25 22:00:00-04:00,36102
2019-07-25 03:45:00+00:00,2019-07-24 23:45:00-04:00,2019-07-26 03:00:00+00:00,2019-07-25 23:00:00-04:00,32918
2019-07-26 03:45:00+00:00,2019-07-25 23:45:00-04:00,2019-07-26 04:00:00+00:00,2019-07-26 00:00:00-04:00,30079
2019-07-26 03:45:00+00:00,2019-07-25 23:45:00-04:00,2019-07-26 05:00:00+00:00,2019-07-26 01:00:00-04:00,28273
2019-07-26 03:45:00+00:00,2019-07-25 23:45:00-04:00,2019-07-26 06:00:00+00:00,2019-07-26 02:00:00-04:00,27043
2019-07-26 03:45:00+00:00,2019-07-25 23:45:00-04:00,2019-07-26 07:00:00+00:00,2019-07-26 03:00:00-04:00,26348
2019-07-26 03:45:00+00:00,2019-07-25 23:45:00-04:00,2019-07-26 08:00:00+00:00,2019-07-26 04:00:00-04:00,26390
2019-07-26 03:45:00+00:00,2019-07-25 23:45:00-04:00,2019-07-26 09:00:00+00:00,2019-07-26 05:00:00-04:00,27370
2019-07-26 03:45:00+00:00,2019-07-25 23:45:00-04:00,2019-07-26 10:00:00+00:00,2019-07-26 06:00:00-04:00,29186
2019-07-26 03:45:00+00:00,2019-07-25 23:45:00-04:00,2019-07-26 11:00:00+00:00,2019-07-26 07:00:00-04:00,31713
2019-07-26 03:45:00+00:00,2019-07-25 23:45:00-04:00,2019-07-26 12:00:00+00:00,2019-07-26 08:00:00-04:00,34012
2019-07-26 03:45:00+00:00,2019-07-25 23:45:00-04:00,2019-07-26 13:00:00+00:00,2019-07-26 09:00:00-04:00,36051
2019-07-26 03:45:00+00:00,2019-07-25 23:45:00-04:00,2019-07-26 14:00:00+00:00,2019-07-26 10:00:00-04:00,38097
2019-07-26 03:45:00+00:00,2019-07-25 23:45:00-04:00,2019-07-26 15:00:00+00:00,2019-07-26 11:00:00-04:00,39832
2019-07-26 03:45:00+00:00,2019-07-25 23:45:00-04:00,2019-07-26 16:00:00+00:00,2019-07-26 12:00:00-04:00,41873
2019-07-26 03:45:00+00:00,2019-07-25 23:45:00-04:00,2019-07-26 17:00:00+00:00,2019-07-26 13:00:00-04:00,43268
2019-07-26 03:45:00+00:00,2019-07-25 23:45:00-04:00,2019-07-26 18:00:00+00:00,2019-07-26 14:00:00-04:00,44567
2019-07-26 03:45:00+00:00,2019-07-25 23:45:00-04:00,2019-07-26 19:00:00+00:00,2019-07-26 15:00:00-04:00,45549
2019-07-26 03:45:00+00:00,2019-07-25 23:45:00-04:00,2019-07-26 20:00:00+00:00,2019-07-26 16:00:00-04:00,45953
2019-07-26 03:45:00+00:00,2019-07-25 23:45:00-04:00,2019-07-26 21:00:00+00:00,2019-07-26 17:00:00-04:00,46013
2019-07-26 03:45:00+00:00,2019-07-25 23:45:00-04:00,2019-07-26 22:00:00+00:00,2019-07-26 18:00:00-04:00,45022
2019-07-26 03:45:00+00:00,2019-07-25 23:45:00-04:00,2019-07-26 23:00:00+00:00,2019-07-26 19:00:00-04:00,43108
2019-07-26 03:45:00+00:00,2019-07-25 23:45:00-04:00,2019-07-27 00:00:00+00:00,2019-07-26 20:00:00-04:00,41105
2019-07-26 03:45:00+00:00,2019-07-25 23:45:00-04:00,2019-07-27 01:00:00+00:00,2019-07-26 21:00:00-04:00,39759
2019-07-26 03:45:00+00:00,2019-07-25 23:45:00-04:00,2019-07-27 02:00:00+00:00,2019-07-26 22:00:00-04:00,36860
2019-07-26 03:45:00+00:00,2019-07-25 23:45:00-04:00,2019-07-27 03:00:00+00:00,2019-07-26 23:00:00-04:00,33286
2019-07-27 03:45:00+00:00,2019-07-26 23:45:00-04:00,2019-07-27 04:00:00+00:00,2019-07-27 00:00:00-04:00,31479
2019-07-27 03:45:00+00:00,2019-07-26 23:45:00-04:00,2019-07-27 05:00:00+00:00,2019-07-27 01:00:00-04:00,29435
2019-07-27 03:45:00+00:00,2019-07-26 23:45:00-04:00,2019-07-27 06:00:00+00:00,2019-07-27 02:00:00-04:00,28048
2019-07-27 03:45:00+00:00,2019-07-26 23:45:00-04:00,2019-07-27 07:00:00+00:00,2019-07-27 03:00:00-04:00,27147
2019-07-27 03:45:00+00:00,2019-07-26 23:45:00-04:00,2019-07-27 08:00:00+00:00,2019-07-27 04:00:00-04:00,26663
2019-07-27 03:45:00+00:00,2019-07-26 23:45:00-04:00,2019-07-27 09:00:00+00:00,2019-07-27 05:00:00-04:00,26752
2019-07-27 03:45:00+00:00,2019-07-26 23:45:00-04:00,2019-07-27 10:00:00+00:00,2019-07-27 06:00:00-04:00,27285
2019-07-27 03:45:00+00:00,2019-07-26 23:45:00-04:00,2019-07-27 11:00:00+00:00,2019-07-27 07:00:00-04:00,29126
2019-07-27 03:45:00+00:00,2019-07-26 23:45:00-04:00,2019-07-27 12:00:00+00:00,2019-07-27 08:00:00-04:00,32046
2019-07-27 03:45:00+00:00,2019-07-26 23:45:00-04:00,2019-07-27 13:00:00+00:00,2019-07-27 09:00:00-04:00,34741
2019-07-27 03:45:00+00:00,2019-07-26 23:45:00-04:00,2019-07-27 14:00:00+00:00,2019-07-27 10:00:00-04:00,37133
2019-07-27 03:45:00+00:00,2019-07-26 23:45:00-04:00,2019-07-27 15:00:00+00:00,2019-07-27 11:00:00-04:00,39370
2019-07-27 03:45:00+00:00,2019-07-26 23:45:00-04:00,2019-07-27 16:00:00+00:00,2019-07-27 12:00:00-04:00,40804
2019-07-27 03:45:00+00:00,2019-07-26 23:45:00-04:00,2019-07-27 17:00:00+00:00,2019-07-27 13:00:00-04:00,42251
2019-07-27 03:45:00+00:00,2019-07-26 23:45:00-04:00,2019-07-27 18:00:00+00:00,2019-07-27 14:00:00-04:00,43367
2019-07-27 03:45:00+00:00,2019-07-26 23:45:00-04:00,2019-07-27 19:00:00+00:00,2019-07-27 15:00:00-04:00,44221
2019-07-27 03:45:00+00:00,2019-07-26 23:45:00-04:00,2019-07-27 20:00:00+00:00,2019-07-27 16:00:00-04:00,44805
2019-07-27 03:45:00+00:00,2019-07-26 23:45:00-04:00,2019-07-27 21:00:00+00:00,2019-07-27 17:00:00-04:00,44814
2019-07-27 03:45:00+00:00,2019-07-26 23:45:00-04:00,2019-07-27 22:00:00+00:00,2019-07-27 18:00:00-04:00,43975
2019-07-27 03:45:00+00:00,2019-07-26 23:45:00-04:00,2019-07-27 23:00:00+00:00,2019-07-27 19:00:00-04:00,42529
2019-07-27 03:45:00+00:00,2019-07-26 23:45:00-04:00,2019-07-28 00:00:00+00:00,2019-07-27 20:00:00-04:00,40862
2019-07-27 03:45:00+00:00,2019-07-26 23:45:00-04:00,2019-07-28 01:00:00+00:00,2019-07-27 21:00:00-04:00,39590
2019-07-27 03:45:00+00:00,2019-07-26 23:45:00-04:00,2019-07-28 02:00:00+00:00,2019-07-27 22:00:00-04:00,37106
2019-07-27 03:45:00+00:00,2019-07-26 23:45:00-04:00,2019-07-28 03:00:00+00:00,2019-07-27 23:00:00-04:00,34322
2019-07-28 03:45:00+00:00,2019-07-27 23:45:00-04:00,2019-07-28 04:00:00+00:00,2019-07-28 00:00:00-04:00,32430
2019-07-28 03:45:00+00:00,2019-07-27 23:45:00-04:00,2019-07-28 05:00:00+00:00,2019-07-28 01:00:00-04:00,30320
2019-07-28 03:45:00+00:00,2019-07-27 23:45:00-04:00,2019-07-28 06:00:00+00:00,2019-07-28 02:00:00-04:00,28855
2019-07-28 03:45:00+00:00,2019-07-27 23:45:00-04:00,2019-07-28 07:00:00+00:00,2019-07-28 03:00:00-04:00,27901
2019-07-28 03:45:00+00:00,2019-07-27 23:45:00-04:00,2019-07-28 08:00:00+00:00,2019-07-28 04:00:00-04:00,27417
2019-07-28 03:45:00+00:00,2019-07-27 23:45:00-04:00,2019-07-28 09:00:00+00:00,2019-07-28 05:00:00-04:00,26997
2019-07-28 03:45:00+00:00,2019-07-27 23:45:00-04:00,2019-07-28 10:00:00+00:00,2019-07-28 06:00:00-04:00,27411
2019-07-28 03:45:00+00:00,2019-07-27 23:45:00-04:00,2019-07-28 11:00:00+00:00,2019-07-28 07:00:00-04:00,29297
2019-07-28 03:45:00+00:00,2019-07-27 23:45:00-04:00,2019-07-28 12:00:00+00:00,2019-07-28 08:00:00-04:00,31622
2019-07-28 03:45:00+00:00,2019-07-27 23:45:00-04:00,2019-07-28 13:00:00+00:00,2019-07-28 09:00:00-04:00,34512
2019-07-28 03:45:00+00:00,2019-07-27 23:45:00-04:00,2019-07-28 14:00:00+00:00,2019-07-28 10:00:00-04:00,37612
2019-07-28 03:45:00+00:00,2019-07-27 23:45:00-04:00,2019-07-28 15:00:00+00:00,2019-07-28 11:00:00-04:00,40527
2019-07-28 03:45:00+00:00,2019-07-27 23:45:00-04:00,2019-07-28 16:00:00+00:00,2019-07-28 12:00:00-04:00,42972
2019-07-28 03:45:00+00:00,2019-07-27 23:45:00-04:00,2019-07-28 17:00:00+00:00,2019-07-28 13:00:00-04:00,45017
2019-07-28 03:45:00+00:00,2019-07-27 23:45:00-04:00,2019-07-28 18:00:00+00:00,2019-07-28 14:00:00-04:00,46536
