Time,MIDATL
2018-05-03 12:00:00-04:00,35476.759999999995
2018-05-03 13:00:00-04:00,36795.463
2018-05-03 14:00:00-04:00,38002.484
2018-05-03 15:00:00-04:00,39287.755000000005
2018-05-03 16:00:00-04:00,40377.957
2018-05-03 17:00:00-04:00,40949.632
2018-05-03 18:00:00-04:00,40446.449
2018-05-03 19:00:00-04:00,39382.895
2018-05-03 20:00:00-04:00,39232.887
2018-05-03 21:00:00-04:00,37583.766
2018-05-03 22:00:00-04:00,34463.062000000005
2018-05-03 23:00:00-04:00,31344.65
2018-05-04 00:00:00-04:00,28721.024
2018-05-04 01:00:00-04:00,26949.685
2018-05-04 02:00:00-04:00,25826.986
2018-05-04 03:00:00-04:00,25208.329
2018-05-04 04:00:00-04:00,25186.737
2018-05-04 05:00:00-04:00,26630.666
2018-05-04 06:00:00-04:00,29017.018000000004
2018-05-04 07:00:00-04:00,31120.382
2018-05-04 08:00:00-04:00,32232.954
2018-05-04 09:00:00-04:00,32770.474
2018-05-04 10:00:00-04:00,33222.952000000005
2018-05-04 11:00:00-04:00,34125.573
2018-05-04 12:00:00-04:00,35210.978
2018-05-04 13:00:00-04:00,36520.215
2018-05-04 14:00:00-04:00,37862.04
2018-05-04 15:00:00-04:00,38851.006
2018-05-04 16:00:00-04:00,39501.637
2018-05-04 17:00:00-04:00,39344.155
2018-05-04 18:00:00-04:00,38317.786
2018-05-04 19:00:00-04:00,37268.041
2018-05-04 20:00:00-04:00,37243.799
2018-05-04 21:00:00-04:00,35619.308000000005
2018-05-04 22:00:00-04:00,33294.846000000005
2018-05-04 23:00:00-04:00,30117.987
2018-05-05 00:00:00-04:00,27447.656000000003
2018-05-05 01:00:00-04:00,25591.216
2018-05-05 02:00:00-04:00,24188.906
2018-05-05 03:00:00-04:00,23301.275999999994
2018-05-05 04:00:00-04:00,22767.733
2018-05-05 05:00:00-04:00,22911.244
2018-05-05 06:00:00-04:00,23149.559
2018-05-05 07:00:00-04:00,24018.727000000003
2018-05-05 08:00:00-04:00,25416.56
2018-05-05 09:00:00-04:00,26241.462000000003
2018-05-05 10:00:00-04:00,26713.906
2018-05-05 11:00:00-04:00,27140.627
2018-05-05 12:00:00-04:00,27308.580000000005
2018-05-05 13:00:00-04:00,27556.686
2018-05-05 14:00:00-04:00,27652.526
2018-05-05 15:00:00-04:00,27603.625
2018-05-05 16:00:00-04:00,27437.064
2018-05-05 17:00:00-04:00,27323.009999999995
2018-05-05 18:00:00-04:00,27059.811
2018-05-05 19:00:00-04:00,27022.033
2018-05-05 20:00:00-04:00,27603.314
2018-05-05 21:00:00-04:00,26840.125999999997
2018-05-05 22:00:00-04:00,25326.098
2018-05-05 23:00:00-04:00,23565.186
2018-05-06 00:00:00-04:00,22107.975
2018-05-06 01:00:00-04:00,21072.316
2018-05-06 02:00:00-04:00,20388.582
2018-05-06 03:00:00-04:00,20013.043
2018-05-06 04:00:00-04:00,19931.887
2018-05-06 05:00:00-04:00,20197.860000000004
2018-05-06 06:00:00-04:00,20521.197
2018-05-06 07:00:00-04:00,21442.949
2018-05-06 08:00:00-04:00,22866.458
2018-05-06 09:00:00-04:00,24010.073000000004
2018-05-06 10:00:00-04:00,24669.786
2018-05-06 11:00:00-04:00,24994.74
2018-05-06 12:00:00-04:00,25203.017
2018-05-06 13:00:00-04:00,25191.510999999995
2018-05-06 14:00:00-04:00,25130.855000000003
2018-05-06 15:00:00-04:00,25233.752000000004
2018-05-06 16:00:00-04:00,25663.738
2018-05-06 17:00:00-04:00,26310.805
2018-05-06 18:00:00-04:00,26640.525999999994
2018-05-06 19:00:00-04:00,26878.687999999995
2018-05-06 20:00:00-04:00,27530.681
2018-05-06 21:00:00-04:00,26613.903
2018-05-06 22:00:00-04:00,24844.17
2018-05-06 23:00:00-04:00,22978.01
2018-05-07 00:00:00-04:00,21587.765
2018-05-07 01:00:00-04:00,20802.821
2018-05-07 02:00:00-04:00,20432.681
2018-05-07 03:00:00-04:00,20321.943000000003
2018-05-07 04:00:00-04:00,20913.802
2018-05-07 05:00:00-04:00,22681.42300000001
2018-05-07 06:00:00-04:00,25216.188
2018-05-07 07:00:00-04:00,27029.834
2018-05-07 08:00:00-04:00,27621.654
2018-05-07 09:00:00-04:00,27837.111
2018-05-07 10:00:00-04:00,28206.957
2018-05-07 11:00:00-04:00,28317.258
2018-05-07 12:00:00-04:00,28449.83
2018-05-07 13:00:00-04:00,28971.361
2018-05-07 14:00:00-04:00,29429.121000000003
2018-05-07 15:00:00-04:00,29892.981000000007
2018-05-07 16:00:00-04:00,30357.08
2018-05-07 17:00:00-04:00,30656.062
2018-05-07 18:00:00-04:00,30430.40500000001
2018-05-07 19:00:00-04:00,30155.659
2018-05-07 20:00:00-04:00,30671.787
2018-05-07 21:00:00-04:00,29423.483
2018-05-07 22:00:00-04:00,26891.667999999994
2018-05-07 23:00:00-04:00,24444.377
2018-05-08 00:00:00-04:00,22627.15500000001
2018-05-08 01:00:00-04:00,21581.747
2018-05-08 02:00:00-04:00,21022.315
2018-05-08 03:00:00-04:00,20865.353000000003
2018-05-08 04:00:00-04:00,21333.433
2018-05-08 05:00:00-04:00,22971.111000000004
2018-05-08 06:00:00-04:00,25374.492
2018-05-08 07:00:00-04:00,27076.354
2018-05-08 08:00:00-04:00,27608.539000000004
2018-05-08 09:00:00-04:00,27864.001
2018-05-08 10:00:00-04:00,28118.274
2018-05-08 11:00:00-04:00,28457.055
2018-05-08 12:00:00-04:00,28777.041
2018-05-08 13:00:00-04:00,29265.221
2018-05-08 14:00:00-04:00,29655.184
2018-05-08 15:00:00-04:00,30183.723
2018-05-08 16:00:00-04:00,30835.858000000004
2018-05-08 17:00:00-04:00,31286.511
2018-05-08 18:00:00-04:00,30992.465
2018-05-08 19:00:00-04:00,30485.487999999998
2018-05-08 20:00:00-04:00,30810.194000000003
2018-05-08 21:00:00-04:00,29614.5
2018-05-08 22:00:00-04:00,26986.944
2018-05-08 23:00:00-04:00,24538.309
2018-05-09 00:00:00-04:00,22744.4
2018-05-09 01:00:00-04:00,21715.626
2018-05-09 02:00:00-04:00,21122.338000000003
2018-05-09 03:00:00-04:00,20931.23
2018-05-09 04:00:00-04:00,21378.606
2018-05-09 05:00:00-04:00,22950.64
2018-05-09 06:00:00-04:00,25425.184000000005
2018-05-09 07:00:00-04:00,27126.136
2018-05-09 08:00:00-04:00,27724.858000000004
2018-05-09 09:00:00-04:00,28044.444000000003
2018-05-09 10:00:00-04:00,28533.633
2018-05-09 11:00:00-04:00,28991.733
2018-05-09 12:00:00-04:00,29481.162
2018-05-09 13:00:00-04:00,30183.277
2018-05-09 14:00:00-04:00,30514.489
2018-05-09 15:00:00-04:00,31069.266000000003
2018-05-09 16:00:00-04:00,31750.29
2018-05-09 17:00:00-04:00,32277.048
2018-05-09 18:00:00-04:00,31903.842
2018-05-09 19:00:00-04:00,31179.6
2018-05-09 20:00:00-04:00,31394.15000000001
2018-05-09 21:00:00-04:00,30160.672
2018-05-09 22:00:00-04:00,27527.568
2018-05-09 23:00:00-04:00,24954.845
2018-05-10 00:00:00-04:00,23097.557
2018-05-10 01:00:00-04:00,21902.480000000003
2018-05-10 02:00:00-04:00,21327.064
2018-05-10 03:00:00-04:00,21122.005
2018-05-10 04:00:00-04:00,21578.975
2018-05-10 05:00:00-04:00,23091.205
2018-05-10 06:00:00-04:00,25490.377000000004
2018-05-10 07:00:00-04:00,27451.764000000003
2018-05-10 08:00:00-04:00,27986.657000000003
2018-05-10 09:00:00-04:00,28371.755000000005
2018-05-10 10:00:00-04:00,28780.048
2018-05-10 11:00:00-04:00,29438.548000000003
2018-05-10 12:00:00-04:00,29912.427
2018-05-10 13:00:00-04:00,29996.378
2018-05-10 14:00:00-04:00,30336.26
2018-05-10 15:00:00-04:00,30913.114
2018-05-10 16:00:00-04:00,31707.526
2018-05-10 17:00:00-04:00,32278.567000000003
2018-05-10 18:00:00-04:00,31944.20600000001
2018-05-10 19:00:00-04:00,31855.914999999997
2018-05-10 20:00:00-04:00,32047.264000000003
2018-05-10 21:00:00-04:00,30898.673000000003
2018-05-10 22:00:00-04:00,28280.864999999994
2018-05-10 23:00:00-04:00,25775.899
2018-05-11 00:00:00-04:00,23872.801
2018-05-11 01:00:00-04:00,22644.469
2018-05-11 02:00:00-04:00,21937.489
2018-05-11 03:00:00-04:00,21676.07
2018-05-11 04:00:00-04:00,22016.811
2018-05-11 05:00:00-04:00,23457.883
2018-05-11 06:00:00-04:00,25823.675000000003
2018-05-11 07:00:00-04:00,27830.428
2018-05-11 08:00:00-04:00,28656.342
2018-05-11 09:00:00-04:00,29145.467
2018-05-11 10:00:00-04:00,29606.686
2018-05-11 11:00:00-04:00,29938.726
2018-05-11 12:00:00-04:00,30112.222
2018-05-11 13:00:00-04:00,30518.25
2018-05-11 14:00:00-04:00,30935.418
2018-05-11 15:00:00-04:00,31362.132
2018-05-11 16:00:00-04:00,32008.513000000003
2018-05-11 17:00:00-04:00,32058.659
2018-05-11 18:00:00-04:00,31282.107
2018-05-11 19:00:00-04:00,30530.210000000003
2018-05-11 20:00:00-04:00,30605.758
2018-05-11 21:00:00-04:00,29522.401
2018-05-11 22:00:00-04:00,27454.033
2018-05-11 23:00:00-04:00,25113.864
2018-05-12 00:00:00-04:00,23277.883
2018-05-12 01:00:00-04:00,22041.017000000003
2018-05-12 02:00:00-04:00,21336.232
2018-05-12 03:00:00-04:00,20876.619
2018-05-12 04:00:00-04:00,20769.627
2018-05-12 05:00:00-04:00,21140.43
2018-05-12 06:00:00-04:00,21719.535
2018-05-12 07:00:00-04:00,23012.887
2018-05-12 08:00:00-04:00,24563.586000000003
2018-05-12 09:00:00-04:00,25677.65
2018-05-12 10:00:00-04:00,26512.828
2018-05-12 11:00:00-04:00,26964.611999999997
2018-05-12 12:00:00-04:00,27048.902
2018-05-12 13:00:00-04:00,27368.946000000004
2018-05-12 14:00:00-04:00,27817.439
2018-05-12 15:00:00-04:00,28394.543
2018-05-12 16:00:00-04:00,29037.284
2018-05-12 17:00:00-04:00,29849.126
2018-05-12 18:00:00-04:00,29991.447
2018-05-12 19:00:00-04:00,29652.620000000003
2018-05-12 20:00:00-04:00,29325.931
2018-05-12 21:00:00-04:00,28103.08
2018-05-12 22:00:00-04:00,26282.134
2018-05-12 23:00:00-04:00,24359.381
2018-05-13 00:00:00-04:00,22703.581
2018-05-13 01:00:00-04:00,21506.354000000003
2018-05-13 02:00:00-04:00,20812.939
2018-05-13 03:00:00-04:00,20337.35
2018-05-13 04:00:00-04:00,20217.991
2018-05-13 05:00:00-04:00,20457.874
2018-05-13 06:00:00-04:00,20818.512999999995
2018-05-13 07:00:00-04:00,21848.95
2018-05-13 08:00:00-04:00,23490.057
2018-05-13 09:00:00-04:00,24746.512
2018-05-13 10:00:00-04:00,25450.289
2018-05-13 11:00:00-04:00,25862.409
2018-05-13 12:00:00-04:00,25886.489
2018-05-13 13:00:00-04:00,25582.797
2018-05-13 14:00:00-04:00,25221.178
2018-05-13 15:00:00-04:00,25216.720000000005
2018-05-13 16:00:00-04:00,25381.915
2018-05-13 17:00:00-04:00,25688.323000000004
2018-05-13 18:00:00-04:00,25947.728
2018-05-13 19:00:00-04:00,26439.147
2018-05-13 20:00:00-04:00,27044.204
2018-05-13 21:00:00-04:00,26319.676
2018-05-13 22:00:00-04:00,24688.09
2018-05-13 23:00:00-04:00,22987.626
2018-05-14 00:00:00-04:00,21676.019
2018-05-14 01:00:00-04:00,20859.21
2018-05-14 02:00:00-04:00,20564.928
2018-05-14 03:00:00-04:00,20509.982
2018-05-14 04:00:00-04:00,21153.985
2018-05-14 05:00:00-04:00,22905.928
2018-05-14 06:00:00-04:00,25627.351
2018-05-14 07:00:00-04:00,27563.86
2018-05-14 08:00:00-04:00,28336.275
2018-05-14 09:00:00-04:00,28615.130000000005
2018-05-14 10:00:00-04:00,28951.592999999997
2018-05-14 11:00:00-04:00,29188.179
2018-05-14 12:00:00-04:00,29160.845000000005
2018-05-14 13:00:00-04:00,29434.681
2018-05-14 14:00:00-04:00,29634.223
2018-05-14 15:00:00-04:00,30277.86
2018-05-14 16:00:00-04:00,31274.151
2018-05-14 17:00:00-04:00,31976.633
2018-05-14 18:00:00-04:00,31963.677
2018-05-14 19:00:00-04:00,31975.355000000003
2018-05-14 20:00:00-04:00,32110.534
2018-05-14 21:00:00-04:00,30742.451
2018-05-14 22:00:00-04:00,28149.595
2018-05-14 23:00:00-04:00,25674.764
2018-05-15 00:00:00-04:00,23861.463
2018-05-15 01:00:00-04:00,22837.05
2018-05-15 02:00:00-04:00,22145.466
2018-05-15 03:00:00-04:00,21961.819
2018-05-15 04:00:00-04:00,22418.609
2018-05-15 05:00:00-04:00,24093.633
2018-05-15 06:00:00-04:00,26676.881000000005
2018-05-15 07:00:00-04:00,28770.573
2018-05-15 08:00:00-04:00,29903.972
2018-05-15 09:00:00-04:00,30983.203
2018-05-15 10:00:00-04:00,32173.491999999995
2018-05-15 11:00:00-04:00,33745.346
2018-05-15 12:00:00-04:00,35399.378
2018-05-15 13:00:00-04:00,37218.2
2018-05-15 14:00:00-04:00,38733.34299999999
2018-05-15 15:00:00-04:00,40100.296
2018-05-15 16:00:00-04:00,40984.073
2018-05-15 17:00:00-04:00,40448.92
2018-05-15 18:00:00-04:00,38886.857
2018-05-15 19:00:00-04:00,37333.962
2018-05-15 20:00:00-04:00,36284.198
2018-05-15 21:00:00-04:00,34066.833
2018-05-15 22:00:00-04:00,30985.242
2018-05-15 23:00:00-04:00,28111.504
2018-05-16 00:00:00-04:00,25925.972
2018-05-16 01:00:00-04:00,24490.839
2018-05-16 02:00:00-04:00,23630.602000000003
2018-05-16 03:00:00-04:00,23276.004
2018-05-16 04:00:00-04:00,23585.317
2018-05-16 05:00:00-04:00,25138.679
2018-05-16 06:00:00-04:00,27797.38
2018-05-16 07:00:00-04:00,29808.141
2018-05-16 08:00:00-04:00,30470.575
2018-05-16 09:00:00-04:00,30786.312999999995
2018-05-16 10:00:00-04:00,31715.696
2018-05-16 11:00:00-04:00,31529.164
2018-05-16 12:00:00-04:00,31739.393
2018-05-16 13:00:00-04:00,31780.836
2018-05-16 14:00:00-04:00,31645.292
2018-05-16 15:00:00-04:00,31593.231
2018-05-16 16:00:00-04:00,31551.417
2018-05-16 17:00:00-04:00,31514.912
2018-05-16 18:00:00-04:00,31221.744999999995
2018-05-16 19:00:00-04:00,31032.382
2018-05-16 20:00:00-04:00,31154.606
2018-05-16 21:00:00-04:00,29968.062000000005
2018-05-16 22:00:00-04:00,27663.666
2018-05-16 23:00:00-04:00,25342.615
2018-05-17 00:00:00-04:00,23455.813999999995
2018-05-17 01:00:00-04:00,22468.937
2018-05-17 02:00:00-04:00,21955.187
2018-05-17 03:00:00-04:00,21796.05
2018-05-17 04:00:00-04:00,22240.157
2018-05-17 05:00:00-04:00,23878.051
2018-05-17 06:00:00-04:00,26541.983000000004
2018-05-17 07:00:00-04:00,28510.302
2018-05-17 08:00:00-04:00,29362.43
2018-05-17 09:00:00-04:00,29952.801000000007
2018-05-17 10:00:00-04:00,30447.980000000003
2018-05-17 11:00:00-04:00,30619.306000000004
2018-05-17 12:00:00-04:00,30628.435
2018-05-17 13:00:00-04:00,30740.861
2018-05-17 14:00:00-04:00,30689.606
2018-05-17 15:00:00-04:00,30666.262
2018-05-17 16:00:00-04:00,30887.786000000004
2018-05-17 17:00:00-04:00,31115.324000000004
2018-05-17 18:00:00-04:00,30870.184
2018-05-17 19:00:00-04:00,30858.16
2018-05-17 20:00:00-04:00,31357.632
2018-05-17 21:00:00-04:00,30416.957
2018-05-17 22:00:00-04:00,28062.453
2018-05-17 23:00:00-04:00,25718.918
2018-05-18 00:00:00-04:00,23941.446999999996
2018-05-18 01:00:00-04:00,22892.674
2018-05-18 02:00:00-04:00,22221.461000000003
2018-05-18 03:00:00-04:00,22035.881
2018-05-18 04:00:00-04:00,22438.449
2018-05-18 05:00:00-04:00,23979.804
2018-05-18 06:00:00-04:00,26522.973
2018-05-18 07:00:00-04:00,28644.107
2018-05-18 08:00:00-04:00,29669.541999999998
2018-05-18 09:00:00-04:00,30228.81500000001
2018-05-18 10:00:00-04:00,30502.073
2018-05-18 11:00:00-04:00,30429.163
2018-05-18 12:00:00-04:00,30115.58
2018-05-18 13:00:00-04:00,29889.327
2018-05-18 14:00:00-04:00,29512.122
2018-05-18 15:00:00-04:00,29150.175000000003
2018-05-18 16:00:00-04:00,29016.979
2018-05-18 17:00:00-04:00,28752.068000000003
2018-05-18 18:00:00-04:00,28280.447
2018-05-18 19:00:00-04:00,28013.479
2018-05-18 20:00:00-04:00,28309.777
2018-05-18 21:00:00-04:00,27456.550000000007
2018-05-18 22:00:00-04:00,25692.963
2018-05-18 23:00:00-04:00,23858.066
2018-05-19 00:00:00-04:00,22315.792
2018-05-19 01:00:00-04:00,21354.408
2018-05-19 02:00:00-04:00,20726.721
2018-05-19 03:00:00-04:00,20495.592
2018-05-19 04:00:00-04:00,20566.985000000004
2018-05-19 05:00:00-04:00,21127.888
2018-05-19 06:00:00-04:00,21912.570000000003
2018-05-19 07:00:00-04:00,23109.53
2018-05-19 08:00:00-04:00,24881.503
2018-05-19 09:00:00-04:00,26307.776
2018-05-19 10:00:00-04:00,26988.205
2018-05-19 11:00:00-04:00,27220.525
2018-05-19 12:00:00-04:00,26988.210000000003
2018-05-19 13:00:00-04:00,26596.147
2018-05-19 14:00:00-04:00,26318.716
2018-05-19 15:00:00-04:00,26224.201000000005
2018-05-19 16:00:00-04:00,26413.29
2018-05-19 17:00:00-04:00,26602.54500000001
2018-05-19 18:00:00-04:00,26579.882
2018-05-19 19:00:00-04:00,26700.590000000004
2018-05-19 20:00:00-04:00,27306.596
2018-05-19 21:00:00-04:00,26947.769000000004
2018-05-19 22:00:00-04:00,25671.852000000003
2018-05-19 23:00:00-04:00,24161.017
2018-05-20 00:00:00-04:00,22820.766000000003
2018-05-20 01:00:00-04:00,21827.275
2018-05-20 02:00:00-04:00,21215.818
2018-05-20 03:00:00-04:00,20936.894
2018-05-20 04:00:00-04:00,20920.962
2018-05-20 05:00:00-04:00,21185.796
2018-05-20 06:00:00-04:00,21493.761
2018-05-20 07:00:00-04:00,22658.937
2018-05-20 08:00:00-04:00,24285.152
2018-05-20 09:00:00-04:00,25714.460000000003
2018-05-20 10:00:00-04:00,26872.331
2018-05-20 11:00:00-04:00,27998.292
2018-05-20 12:00:00-04:00,29073.15
2018-05-20 13:00:00-04:00,30067.714
2018-05-20 14:00:00-04:00,30707.234
2018-05-20 15:00:00-04:00,31493.378
2018-05-20 16:00:00-04:00,32635.198
2018-05-20 17:00:00-04:00,33524.613999999994
2018-05-20 18:00:00-04:00,33558.522999999994
2018-05-20 19:00:00-04:00,33136.416999999994
2018-05-20 20:00:00-04:00,33155.00600000001
2018-05-20 21:00:00-04:00,32269.526000000005
2018-05-20 22:00:00-04:00,29762.218
2018-05-20 23:00:00-04:00,26951.933
2018-05-21 00:00:00-04:00,24711.885
2018-05-21 01:00:00-04:00,23274.219
2018-05-21 02:00:00-04:00,22473.052
2018-05-21 03:00:00-04:00,22126.408000000003
2018-05-21 04:00:00-04:00,22414.957
2018-05-21 05:00:00-04:00,23826.174
2018-05-21 06:00:00-04:00,26265.381
2018-05-21 07:00:00-04:00,28395.137
2018-05-21 08:00:00-04:00,29310.423000000003
2018-05-21 09:00:00-04:00,30032.553
2018-05-21 10:00:00-04:00,30736.664
2018-05-21 11:00:00-04:00,31299.951
2018-05-21 12:00:00-04:00,31841.172
2018-05-21 13:00:00-04:00,32609.203
2018-05-21 14:00:00-04:00,33437.557
2018-05-21 15:00:00-04:00,34386.718
2018-05-21 16:00:00-04:00,35333.152
2018-05-21 17:00:00-04:00,35775.658
2018-05-21 18:00:00-04:00,35300.05
2018-05-21 19:00:00-04:00,34242.199
2018-05-21 20:00:00-04:00,33821.192
2018-05-21 21:00:00-04:00,32563.799000000003
2018-05-21 22:00:00-04:00,29583.957
2018-05-21 23:00:00-04:00,26695.589
2018-05-22 00:00:00-04:00,24529.586000000003
2018-05-22 01:00:00-04:00,23201.696
2018-05-22 02:00:00-04:00,22586.313
2018-05-22 03:00:00-04:00,22324.585
2018-05-22 04:00:00-04:00,22734.609
2018-05-22 05:00:00-04:00,24194.769
2018-05-22 06:00:00-04:00,26728.878
2018-05-22 07:00:00-04:00,28764.647
2018-05-22 08:00:00-04:00,29733.375000000004
2018-05-22 09:00:00-04:00,30205.831
2018-05-22 10:00:00-04:00,30653.539
2018-05-22 11:00:00-04:00,30990.901
2018-05-22 12:00:00-04:00,31052.384000000005
2018-05-22 13:00:00-04:00,31296.987
2018-05-22 14:00:00-04:00,31287.007
2018-05-22 15:00:00-04:00,31244.385
2018-05-22 16:00:00-04:00,31447.396000000004
2018-05-22 17:00:00-04:00,31537.746000000003
2018-05-22 18:00:00-04:00,31193.783
2018-05-22 19:00:00-04:00,30877.109
2018-05-22 20:00:00-04:00,31164.876
2018-05-22 21:00:00-04:00,30320.277
2018-05-22 22:00:00-04:00,27991.734
2018-05-22 23:00:00-04:00,25663.605
2018-05-23 00:00:00-04:00,23958.494999999995
2018-05-23 01:00:00-04:00,22963.534
2018-05-23 02:00:00-04:00,22414.131
2018-05-23 03:00:00-04:00,22181.301
2018-05-23 04:00:00-04:00,22629.356000000003
2018-05-23 05:00:00-04:00,24242.712
2018-05-23 06:00:00-04:00,26895.406000000003
2018-05-23 07:00:00-04:00,29020.945000000003
2018-05-23 08:00:00-04:00,30239.835000000003
2018-05-23 09:00:00-04:00,31075.066999999995
2018-05-23 10:00:00-04:00,31842.116
2018-05-23 11:00:00-04:00,32493.224999999995
2018-05-23 12:00:00-04:00,32735.294
2018-05-23 13:00:00-04:00,33126.379
2018-05-23 14:00:00-04:00,33562.209
2018-05-23 15:00:00-04:00,34284.256
2018-05-23 16:00:00-04:00,35263.17600000001
2018-05-23 17:00:00-04:00,35887.78200000001
2018-05-23 18:00:00-04:00,35513.029
2018-05-23 19:00:00-04:00,34626.521
2018-05-23 20:00:00-04:00,34187.927
2018-05-23 21:00:00-04:00,33095.509
2018-05-23 22:00:00-04:00,30250.98
2018-05-23 23:00:00-04:00,27279.645000000004
2018-05-24 00:00:00-04:00,24904.462000000003
2018-05-24 01:00:00-04:00,23469.235
2018-05-24 02:00:00-04:00,22722.523000000005
2018-05-24 03:00:00-04:00,22305.912
2018-05-24 04:00:00-04:00,22642.997
2018-05-24 05:00:00-04:00,23931.391
2018-05-24 06:00:00-04:00,26258.111
2018-05-24 07:00:00-04:00,28486.488
2018-05-24 08:00:00-04:00,29547.701000000005
2018-05-24 09:00:00-04:00,30268.235999999997
2018-05-24 10:00:00-04:00,31111.543
2018-05-24 11:00:00-04:00,31925.805
2018-05-24 12:00:00-04:00,32656.790000000005
2018-05-24 13:00:00-04:00,33764.084
2018-05-24 14:00:00-04:00,34887.525
2018-05-24 15:00:00-04:00,36069.732
2018-05-24 16:00:00-04:00,37304.626
2018-05-24 17:00:00-04:00,38021.44
2018-05-24 18:00:00-04:00,37471.684
2018-05-24 19:00:00-04:00,36165.347
2018-05-24 20:00:00-04:00,35306.717000000004
2018-05-24 21:00:00-04:00,33912.482
2018-05-24 22:00:00-04:00,30733.342
2018-05-24 23:00:00-04:00,27617.667
2018-05-25 00:00:00-04:00,25256.176
2018-05-25 01:00:00-04:00,23719.381
2018-05-25 02:00:00-04:00,22803.588
2018-05-25 03:00:00-04:00,22376.332
2018-05-25 04:00:00-04:00,22618.663000000004
2018-05-25 05:00:00-04:00,23744.622000000003
2018-05-25 06:00:00-04:00,26060.242
2018-05-25 07:00:00-04:00,28303.218000000004
2018-05-25 08:00:00-04:00,29809.179
2018-05-25 09:00:00-04:00,31232.017
2018-05-25 10:00:00-04:00,32612.49800000001
2018-05-25 11:00:00-04:00,33946.950000000004
2018-05-25 12:00:00-04:00,35112.746
2018-05-25 13:00:00-04:00,36487.94099999999
2018-05-25 14:00:00-04:00,37775.353
2018-05-25 15:00:00-04:00,39029.499
2018-05-25 16:00:00-04:00,40264.867
2018-05-25 17:00:00-04:00,40835.474
2018-05-25 18:00:00-04:00,40098.031
2018-05-25 19:00:00-04:00,38670.498
2018-05-25 20:00:00-04:00,37566.073
2018-05-25 21:00:00-04:00,36518.65200000001
2018-05-25 22:00:00-04:00,33864.564
2018-05-25 23:00:00-04:00,31025.768
2018-05-26 00:00:00-04:00,28535.492
2018-05-26 01:00:00-04:00,26747.006
2018-05-26 02:00:00-04:00,25533.844
2018-05-26 03:00:00-04:00,24726.185
2018-05-26 04:00:00-04:00,24335.049
2018-05-26 05:00:00-04:00,24336.358
2018-05-26 06:00:00-04:00,24829.179
2018-05-26 07:00:00-04:00,26769.585000000003
2018-05-26 08:00:00-04:00,29466.681
2018-05-26 09:00:00-04:00,32151.832
2018-05-26 10:00:00-04:00,34596.168
2018-05-26 11:00:00-04:00,36501.645
2018-05-26 12:00:00-04:00,38190.688
2018-05-26 13:00:00-04:00,39535.834
